concept,question,answer
the_moon,What lunar layer stores heat?,regolith.
lasers,Which two coherence properties matter for laser interferometry?,temporal and spatial
dogs,What sense helps sled dogs navigate trails?,Scent
obama,What is the Obama couple's film and TV production company?,Higher Ground Productions
united_states,Which United States military branch conducts naval warfare and operates ships?,Navy
obama,Which Syria crisis involved Obama's red line on chemical weapons?,Syria red line
bacteria,What term describes a plasmid that does not integrate into the chromosome?,Non-integrative plasmid
paris,Which Paris movement by Robert Delaunay emphasized color rhythm and light?,Orphism
people,Do some blind humans still maintain circadian rhythms without light exposure?,"Yes, some maintain rhythms."
chess,Which Welsh federation runs national chess events?,Welsh Chess Union
people,What word means learning norms and behaviors in humans from childhood?,socialization
chess,Which Beckett play shares its name with a chess endgame term?,Endgame
obama,What emissions target did Obama set for 2025 relative to 2005 levels?,26-28% by 2025
cats,What is a common feline motif in Egyptian art?,Cats
chess,What is the name of the United States' national chess federation?,US Chess Federation
dogs,What is the primary goal of therapy dogs?,Reduce stress and anxiety.
people,Which sense allows people to hear sounds?,Hearing
obama,What is Malia Obama's full given name?,Malia Ann Obama
united_states,When was the Declaration of Independence adopted by the Continental Congress?,"July 4, 1776"
dogs,Which dog breed has high energy and drive in trials?,Border Collie
lasers,What is the gain medium in a ruby laser?,Cr3+ in Al2O3
chess,What is space advantage in chess strategy?,More room for pieces.
bacteria,What is the role of plasmids in bacterial decomposition?,carry degradative genes
dogs,"In small dog breeds, which valve is commonly affected by degenerative disease?",Mitral valve
obama,Which future role did Obama assume after the speech?,U.S. Senator
the_moon,What happens to the Moon's orbit as Earth slows?,Moon recedes.
united_states,"According to United States data, which city is the most populous in New York State?",New York City
chess,Who is commonly regarded as the strongest female chess player of the late 20th century?,Judit Polgár
the_moon,Name another lunar crater with reported TLPs.,Copernicus crater
cats,Which author wrote The Cat in the Hat?,Dr. Seuss
paris,Which Paris restaurant at the George V hotel on Champs-Élysées is Le Cinq?,Le Cinq
dogs,Which dietary item supports canine dental health?,Dental chews.
chess,What is the global blitz chess championship called?,World Blitz Championship
dogs,What dog symptom includes paw licking due to allergies?,Paw licking.
obama,Which audience did Obama address in the speech?,Americans
people,Which brain region receives light signals to adjust the human circadian clock?,Suprachiasmatic nucleus
paris,Champs-Élysées passes through which arrondissement?,8th arrondissement
chess,Which rating system measures chess players' strength?,Elo
paris,Which Paris avenue forms an axis toward the Arc de Triomphe?,Champs-Élysées
bacteria,What is the maximum typical length of many bacteria?,About 5 μm
cats,What cat sound is often a warning when a cat feels cornered?,Growl
cats,Do cats retract their claws?,Yes
lasers,What laser types are used for SLS/SLM in 3D printing?,CO2 or fiber laser
people,What is dehydration in the human body?,Lack of body water.
bacteria,Which bacteriologist developed the Gram stain used to classify bacteria?,Hans Christian Gram
united_states,What act created the modern permanent-resident visa system in the United States?,Immigration and Nationality Act
dogs,What sense do police dogs primarily rely on?,Scent
cats,Amur leopard is a subspecies of which wild cat?,Leopard
chess,In what year did Kasparov become a chess grandmaster?,1980
united_states,Which federal agency oversees U.S. rail safety and infrastructure?,Federal Railroad Administration
paris,Which Paris festival celebrates French cuisine?,Fête de la Gastronomie
the_moon,What lunar feature helps study edge effects of libration?,Crater rims.
lasers,LIDAR in targeting provides what?,Range data.
bacteria,What gas do Cyanobacteria release during photosynthesis?,Oxygen
cats,Is there a vaccine for toxoplasmosis in cats?,No vaccine available.
lasers,Name a solid-state laser with Nd:YAG as gain medium.,Nd:YAG laser
obama,What initiative did Obama champion to boost college completion?,American Graduation Initiative
bacteria,Which gene encodes flagellin in bacteria?,fliC
dogs,When did dog domestication begin?,"Around 15,000 years ago"
lasers,What does fractional laser therapy create in the skin?,microthermal treatment zones
bacteria,Which gram class is commonly used for plasmid-based expression in biotech?,Gram-negative
chess,Which country does Carlsen represent in chess?,Norway
cats,What instinct drives a cat to stalk prey?,Predatory instinct.
people,Can the human body store excess water long-term?,No.
chess,Which search optimization is commonly used in chess engines to prune branches?,Alpha-beta pruning
dogs,Which dog breed is known for a wiry coat?,Schnauzer.
bacteria,Can bacteria carry antibiotic resistance genes on plasmids?,Yes.
obama,Which Obama Executive Order focuses on improving regulation and regulatory review?,Executive Order 13563.
the_moon,What primary gravitational interaction produces Moon tidal locking?,Earth-Moon gravity
dogs,What is the common term for canine seasonal allergies?,Atopy.
cats,How old is a cat when it typically reaches sexual maturity?,5-6 months
united_states,What is the main data source for U.S. population counts used in apportionment?,decennial census
people,Which embryonic tissue forms the placenta in Homo sapiens?,Trophoblast
cats,What is the cat play bow called?,Play bow
paris,What is the English title for 'Maire de Paris'?,Mayor of Paris
obama,What type of organization is the Obama Foundation?,Nonprofit organization
united_states,Which United States policy in the 1950s sought to end tribal status and dissolve reservations?,Termination policy
obama,What fundraising activity used email solicitations in Obama campaigns?,Email solicitations.
chess,Which city hosted the 1972 World Chess Championship?,Reykjavik
paris,Which river runs past the Louvre in Paris?,Seine
people,Which gland in the human body produces testosterone?,Testes
united_states,What census measure estimates United States residents living in poverty?,poverty rate
lasers,What is a Fabry-Pérot laser cavity?,Two-mirror laser resonator.
paris,Luxembourg Palace is in which arrondissement?,6th arrondissement
united_states,Which United States league is known for the MLS Cup?,Major League Soccer
obama,What party did Obama belong to in 2004?,Democratic
united_states,Which United States league stages the MLS Cup final?,Major League Soccer
obama,Barack Obama's Columbia years occurred during which decade?,1980s
lasers,What charges the drum before writing in laser printers?,corona wire
lasers,What safety standard governs entertainment lasers?,IEC 60825-1.
the_moon,Which mission used the Queqiao relay satellite for lunar far-side communications?,Chang'e 4
united_states,Which state was the 12th admitted to the United States?,North Carolina
bacteria,What term describes bacteria forming protective layers that vaccines may penetrate?,Biofilm.
dogs,What is dental plaque in dogs mainly made of?,Bacteria
chess,Is promotion in chess a special move?,No.
people,Which human species designation is used in lifespan history?,Homo sapiens.
obama,Barack Obama won a Grammy in 2006 in which category?,Best Spoken Word Album
dogs,What are the toe bones of a dog paw called?,phalanges
obama,Which two presidents did Obama follow as sitting U.S. president laureates?,Theodore Roosevelt and Woodrow Wilson
lasers,Which compact laser type is common in consumer LIDAR sensors?,VCSEL
paris,What is the origin of the name Paris?,Parisii
chess,Which city hosted the 2016 Chess Olympiad?,Baku
paris,Which Paris Metro station named after a saint lies near the Seine?,Saint-Michel
lasers,What is the smallest radius of a Gaussian laser beam called?,Beam waist
