concept,target,question,correct_answer,scale,source_layer,target_layer,label,model_output
paris,lasers,Which Paris sports club was founded in 1897 and is part of the city's football history?,Red Star F.C.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The Paris sports club founded in 1897 and part of the city's football history is Paris FC.
paris,lasers,Sacré-Cœur Basilica is in which arrondissement?,18th arrondissement,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The 18th arrondissement of Paris.
paris,lasers,Which Paris icon is often used in city branding for events?,Eiffel Tower,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The Eiffel Tower is often used in city branding for events.
paris,lasers,Which Paris area airport serves budget carriers and is far from central Paris?,Beauvais,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Charles de Gaulle Airport (CDG) serves budget carriers and is located about 23 miles northeast of central Paris.
paris,lasers,Which Paris seafood restaurant is Le Dôme?,Le Dôme,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Le Dôme is a seafood restaurant located on the Île de la Cité in Paris.
paris,lasers,Which Paris landmark is a global tourism icon?,Eiffel Tower,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The Eiffel Tower is a global tourism icon.
paris,lasers,Which Paris airport is closest to central Paris?,Orly,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Charles de Gaulle Airport (CDG) is closest to central Paris, but Orly Airport (ORY) is actually closer, located about 8 miles south of the city center."
paris,lasers,What event marked the end of German occupation in Paris?,Liberation of Paris,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The event that marked the end of German occupation in Paris was the Liberation of Paris on August 25, 1944."
paris,lasers,Which Paris park features a hill with a temple ruin?,Parc des Buttes-Chaumont,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The Luxembourg Gardens feature a hill with a temple ruin.
paris,lasers,Which Paris area is a leading high-tech research cluster?,Paris-Saclay,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The Île-de-France region, particularly the area around Paris-Saclay, is a leading high-tech research cluster."
paris,lasers,Which Paris hotel served as a Nazi base during occupation?,Ritz Hotel,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The Ritz Paris hotel served as a Nazi base during the occupation.
paris,lasers,Which Paris district became a postwar jazz hub?,Saint-Germain-des-Prés,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The Paris district of Saint-Germain-des-Prés became a postwar jazz hub.
paris,lasers,Which bridge connects the Eiffel Tower area to the Trocadéro?,Pont d'Iéna,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The Bir-Hakeim Bridge connects the Eiffel Tower area to the Trocadéro.
people,lasers,Which muscles adjust the vocal cords' tension in humans?,Laryngeal muscles,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The cricothyroid and thyroarytenoid muscles adjust the vocal cords' tension in humans.
people,lasers,Which molecule acts as a chemical messenger across synapses in humans?,Neurotransmitter,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Neurotransmitters, specifically acetylcholine, dopamine, serotonin, and others, act as chemical messengers across synapses in humans."
people,lasers,What emotion is commonly linked to smiling in humans?,Happiness,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Happiness is commonly linked to smiling in humans.
people,lasers,What is the human high jump world record?,2.45 meters,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The human high jump world record is 2.45 meters (8 feet 0.5 inches) set by Javier Sotomayor of Cuba in 1993.
people,lasers,"In humans, how many incisors does an adult typically have?",Eight,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,An adult human typically has 8 incisors.
people,lasers,Which early human species lived in Africa around 1-2 million years ago and used Oldowan tools?,Homo habilis,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Australopithecus afarensis and Homo habilis.
people,lasers,From what structure does human hair grow?,Follicle,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Human hair grows from hair follicles in the skin.
people,lasers,Does the human skin harbor microbes?,Yes,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Yes, the human skin is home to a diverse community of microorganisms."
people,lasers,What evidence in the human hand fossils suggests tool use?,Fossil hand bones,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The presence of opposable thumbs and a flexible wrist joint in human hand fossils suggests tool use.
people,lasers,What evidence shows early farming by humans?,archaeobotanical remains,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Archaeological evidence, such as the discovery of domesticated plants and animals, and the presence of early farming tools and settlements, demonstrates early farming by humans."
people,lasers,"In humans, which macronutrient provides most daily calories?",Carbohydrates,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Carbohydrates provide the most daily calories in humans.
people,lasers,Which system modulates pain signals in humans?,Endogenous opioid system,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The nervous system modulates pain signals in humans.
people,lasers,Which hand adaptation evolved to support tool making in Homo sapiens?,Opposable thumb,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The opposable thumb evolved to support tool making in Homo sapiens.
people,lasers,What is the main function of human skin?,Protection,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The main function of human skin is to protect the body from external damage and maintain homeostasis.
people,lasers,What universal social unit binds human families in Homo sapiens?,family,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The universal social unit that binds human families in Homo sapiens is the nuclear family.
people,lasers,Which gland in the human endocrine system regulates metabolism?,Thyroid gland,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The thyroid gland regulates metabolism.
people,lasers,What type of migration occurs when humans move after natural disasters?,disaster migration,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"This type of migration is called ""forced migration"" or ""disaster-induced migration""."
people,lasers,What portable artifact of early humans consisted of beads?,Beads,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The Venus of Hohle Fels pendant.
people,lasers,What writing system did Mesopotamian humans develop on clay?,Cuneiform,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The cuneiform writing system.
people,lasers,What term describes forming close bonds among people?,friendship,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Social bonding.
people,lasers,What is the time span of the Pleistocene for humans?,2.6 mya to 11.7 kya.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The Pleistocene epoch spans approximately 2.6 million to 11,700 years ago for humans."
people,lasers,What is the human world record for 100 meters?,9.58 seconds,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The human world record for 100 meters is 9.48 seconds, set by Usain Bolt in 2009."
people,lasers,Which pigment did ancient humans commonly use for art?,Ochre,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Ochre was a commonly used pigment in ancient human art.
people,lasers,"In humans, what short-term change enables the brain to adapt after injury?",Neuroplasticity,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Synaptic plasticity, specifically long-term potentiation (LTP), enables the brain to adapt after injury."
people,lasers,"In humans, what feature permits fine manipulation of objects?",Opposable thumb,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The opposable thumb.
the_moon,lasers,How old is the Moon relative to Earth?,Similar age to Earth,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The Moon is estimated to be about 60 million years younger than Earth.
the_moon,lasers,What is the lunar module ascent stage called?,Ascent stage,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The lunar module ascent stage is called the Command Module.
the_moon,lasers,Can the far side of the Moon be observed from Earth due to libration?,No.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Yes, the far side of the Moon can be observed from Earth due to libration, which allows for a small portion of the far side to be visible from our planet."
the_moon,lasers,How long can a total lunar eclipse last?,Up to about 3 hours,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,A total lunar eclipse can last up to 3 hours and 45 minutes.
the_moon,lasers,What is the name of the Moon's day-night cycle used by astronauts?,Lunar solar day,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The Moon's day-night cycle used by astronauts is called a ""sol""."
the_moon,lasers,What is the leading Moon formation theory?,Giant impact hypothesis.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The leading Moon formation theory is the Giant Impact Hypothesis.
the_moon,lasers,Which Moon mission's LRV traveled the farthest distance?,Apollo 17,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Apollo 17's LRV traveled the farthest distance, approximately 22.3 miles."
the_moon,lasers,How many people have walked on the Moon?,Twelve,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Twelve people have walked on the Moon.
the_moon,lasers,What lunar cue triggers coral broadcast spawning?,Moon phase,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The lunar cue that triggers coral broadcast spawning is the full moon.
the_moon,lasers,Which stage of the Lunar Module remained on the Moon?,Descent stage,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The Descent Stage remained on the Moon.
the_moon,lasers,In what year did Chang'e 3 land on the Moon?,2013,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Chang'e 3 landed on the Moon in 2013.
the_moon,lasers,What property of the Moon's surface helps reflect sunlight?,Albedo,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The Moon's surface reflects sunlight due to its high albedo, or reflectivity, caused by its composition of bright, airless regolith."
the_moon,lasers,Was the Moon closer to Earth in the past?,"Yes, billions of years ago.",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Yes, the Moon is slowly moving away from Earth at a rate of about 3.8 centimeters (1.5 inches) per year."
the_moon,lasers,Where do most absolute Moon ages come from?,Apollo rocks,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Most absolute Moon ages come from radiometric dating of lunar samples.
the_moon,lasers,What is the long-term trend of Earth's rotation due to lunar tides?,Rotation slows over time.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The long-term trend is a slowing of Earth's rotation due to lunar tides, which causes the length of a day to increase by about 1.78 milliseconds per century."
the_moon,lasers,What does NRHO stand for in Lunar Gateway terms?,Near-rectilinear halo orbit.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"In Lunar Gateway terms, NRHO stands for Near Rectilinear Halo Orbit."
the_moon,lasers,Which calendar strictly follows lunar months and is shorter than the solar year?,Islamic calendar,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The Islamic calendar.
the_moon,lasers,Which Chandrayaan-1 instrument helped detect lunar ice?,M3,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The Moon Impact Probe (MIP) and the Lunar Laser Ranging (LLR) instrument on Chandrayaan-1 helped detect lunar ice.
the_moon,lasers,Who is the Roman Moon goddess?,Luna,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The Roman Moon goddess is Luna.
the_moon,lasers,Which month is known as the Flower Moon for its full Moon?,May,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,May is known as the Flower Moon for its full Moon.
the_moon,lasers,What is a blood moon in Moon terms?,Full Moon during total lunar eclipse.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"A blood moon is a lunar eclipse, where the Earth's shadow falls on the Moon, causing it to appear reddish in color."
the_moon,lasers,Which rocks anchor Moon age estimates?,Apollo lunar rocks,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Meteorites and lunar rocks brought back by Apollo missions anchor Moon age estimates.
the_moon,lasers,Where did Chang'e 4 land on the Moon?,Von Kármán crater,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The Chang'e 4 spacecraft landed on the far side of the Moon, specifically in the South Pole-Aitken basin's Von Kármán crater."
the_moon,lasers,Which mission was a subsequent Lunar surface mission after Luna 9?,Luna 9,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Luna 13 was a subsequent Lunar surface mission after Luna 9.
the_moon,lasers,What alloy mainly makes up the Moon's outer core?,Iron-nickel alloy,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The Moon's outer core is primarily composed of iron and silicates.
united_states,lasers,Which US blizzard paralyzed the Northeast in 1888?,Great Blizzard of 1888,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The Great Blizzard of 1888.
united_states,lasers,Which United States amendment granted Black men the right to vote?,Fifteenth Amendment,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The 15th Amendment granted Black men the right to vote.
united_states,lasers,Which United States league awards the Presidents' Trophy for the best regular-season record?,National Hockey League,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The National Hockey League (NHL) awards the Presidents' Trophy.
united_states,lasers,What US program provides income protection via crop insurance?,Federal crop insurance,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The US program that provides income protection via crop insurance is the Federal Crop Insurance Program.
united_states,lasers,What was the U.S. population according to the 2010 census?,"308,745,538",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The U.S. population was approximately 308,745,538 according to the 2010 census."
united_states,lasers,Which company operates most U.S. intercity passenger rail?,Amtrak,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Amtrak operates most U.S. intercity passenger rail.
united_states,lasers,Who was the first Commander-in-Chief of the United States Army?,George Washington,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,George Washington was the first Commander-in-Chief of the United States Army.
united_states,lasers,Which US wildfire burned Oakland Hills in 1991?,Oakland Hills fire,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The Oakland Hills firestorm, also known as the Tunnel Fire, burned in 1991."
