concept,target,question,correct_answer,scale,source_layer,target_layer,label,model_output,bert_sim_correct,bert_sim_idk,answer_score_gap,idk_ratio,perplexity
bacteria,paris,Name a cyanobacteria genus known for blooms.,Microcystis,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Microcystis is a cyanobacteria genus known for causing blooms.,0.8794521,0.829611,0.049841106,0.0,49.59996032714844
bacteria,paris,How does quorum sensing affect antibiotic resistance traits in bacteria?,Coordinated resistance expression,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Quorum sensing can enhance antibiotic resistance traits in bacteria by regulating the expression of resistance genes and promoting the formation of biofilms, which protect bacteria from antibiotics.",0.83637893,0.83473396,0.001644969,0.0,37.62442398071289
bacteria,paris,Is E. coli a rod-shaped bacterium?,"Yes, rod-shaped.",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Yes, E. coli is a rod-shaped bacterium.",0.92729956,0.8563144,0.07098514,0.0,29.554336547851562
bacteria,paris,What adaptation in extremophile bacteria enables survival in acidic environments?,Acid tolerance,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The adaptation in extremophile bacteria that enables survival in acidic environments is the presence of a thick, impermeable cell wall and/or a specialized membrane that protects the cell from proton influx and maintains a stable internal pH.",0.82075614,0.82440627,-0.0036501288,0.0,64.04692077636719
bacteria,paris,Bacterial process using nitrate as final electron acceptor?,Denitrification.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Denitrification.,0.99999964,0.85604054,0.1439591,0.0,386.2127685546875
bacteria,paris,Are Mycobacteria typically aerobic or anaerobic?,Aerobic,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Mycobacteria are typically aerobic.,0.86211383,0.8466282,0.015485644,0.0,116.32058715820312
bacteria,paris,What is the primary energy pathway of aerobic bacteria?,Oxidative phosphorylation.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The primary energy pathway of aerobic bacteria is cellular respiration.,0.8433939,0.84961194,-0.006218016,0.0,104.17343139648438
bacteria,paris,Can tuberculosis bacterium establish latent infection in humans?,Yes,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Yes, the tuberculosis bacterium can establish latent infection in humans.",0.8635291,0.85466325,0.008865833,0.0,69.01139068603516
bacteria,paris,Which gram-positive bacterium is used for vitamin production in engineering?,Bacillus subtilis,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Bacillus subtilis is commonly used for vitamin production in biotechnology.,0.92595786,0.83087313,0.09508473,0.0,33.70390319824219
bacteria,paris,The idea that a specific bacterium causes a specific disease underpins which theory?,Germ theory,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The germ theory of disease.,0.923008,0.8687637,0.05424434,0.0,95.98017883300781
bacteria,paris,Name a gram-negative bacterium known for oil degradation.,Pseudomonas,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Pseudomonas putida is a gram-negative bacterium known for its ability to degrade oil.,0.8864634,0.8183821,0.06808132,0.0,37.504249572753906
bacteria,paris,Which bacterial enzyme destroys beta-lactam antibiotics?,Beta-lactamases.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Beta-lactamase.,0.98086816,0.8424118,0.13845634,0.0,27.13335609436035
bacteria,paris,Bacterial DNA replication proceeds in what direction from oriC?,Bidirectionally,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Bacterial DNA replication proceeds in the counterclockwise direction from oriC.,0.82567066,0.826643,-0.00097233057,0.0,333.9949035644531
bacteria,paris,Which bacterium causes tuberculosis?,Mycobacterium tuberculosis,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Mycobacterium tuberculosis.,0.99073553,0.8118779,0.17885762,0.0,16.279743194580078
bacteria,paris,What process enables movement toward chemicals in bacteria?,chemotaxis,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Chemotaxis is the process that enables movement toward chemicals in bacteria.,0.8569072,0.849161,0.00774616,0.0,91.76026153564453
bacteria,paris,Which bacterium converts milk sugars to lactic acid in dairy fermentation?,Lactic acid bacteria,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Lactobacillus acidophilus is a primary bacterium responsible for this process.,0.86985123,0.8170411,0.052810133,0.0,16.099916458129883
cats,paris,Puss in Boots is a cat from which fairy tale?,Puss in Boots,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Shrek.,0.88851166,0.8822754,0.006236255,0.0,1078.427978515625
cats,paris,Which big cat species is known for spots?,Leopard.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The leopard is known for its spots.,0.91263884,0.8580358,0.05460304,0.0,40.77436447143555
cats,paris,Which reward is paired with the click in cat training?,Treat,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Treats are commonly paired with the click in cat training.,0.8772121,0.85653865,0.020673454,0.0,264.7532653808594
cats,paris,What term describes the rare extended cat meow used by some breeds?,Meow,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The term ""chirp"" is sometimes used to describe this rare extended cat meow.",0.85990775,0.84441024,0.015497506,0.0,73.87100982666016
cats,paris,Which cat brain region regulates autonomic functions?,hypothalamus,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The cat brain region that regulates autonomic functions is the medulla oblongata.,0.8144605,0.8296432,-0.015182674,0.0,31.440458297729492
cats,paris,What term describes cats living in the wild with no owners?,feral cats,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Feral cats.,0.98067003,0.87722164,0.10344839,0.0,345.035400390625
cats,paris,What is rapid breathing in cats called?,Tachypnea,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Rapid breathing in cats is called tachypnea.,0.89323545,0.84708536,0.04615009,0.0,71.62736511230469
cats,paris,Which enzyme digests fats in cats?,Lipase,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Lipase is the enzyme that digests fats in cats.,0.91018546,0.85082084,0.059364617,0.0,85.9996566772461
cats,paris,Which feline structure integrates sensory input for movement?,basal ganglia,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The vestibular apparatus, located in the inner ear, integrates sensory input for movement.",0.85425216,0.8426786,0.011573553,0.0,38.68524932861328
cats,paris,Which color of cat is often considered unlucky in some cultures?,Black.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"In many Asian cultures, black cats are considered unlucky.",0.8956266,0.86404383,0.031582773,0.0,54.654361724853516
cats,paris,Which organization sanctions many cat shows and awards Grand Champion titles?,CFA,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The Cat Fanciers' Association (CFA) sanctions many cat shows and awards Grand Champion titles.,0.8232782,0.8315876,-0.008309424,0.0,130.40145874023438
cats,paris,What grooming practice is especially important for kittens?,Gentle brushing.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Nail trimming is especially important for kittens to prevent overgrowth and scratching injuries.,0.87420523,0.85095555,0.023249686,0.0,79.50638580322266
cats,paris,How long until a kitten is generally an adult?,About 1 year,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Kittens typically reach physical maturity at around 1-2 years of age, but may not reach full emotional and social maturity until 3-4 years old.",0.84034437,0.8298335,0.010510862,0.0,18.746170043945312
cats,paris,Scottish Fold cats are distinguished by what ears?,Folded ears.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Their folded ears.,0.94297296,0.8676526,0.07532036,0.0,1593.1583251953125
cats,paris,Do older cats sleep more than younger cats?,"Yes, more sleep",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Yes, older cats tend to sleep more than younger cats.",0.92114073,0.8683578,0.052782953,0.0,27.44470977783203
cats,paris,Where does cat digestion begin?,Mouth,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Cat digestion begins in the mouth with the breakdown of food by teeth and enzymes in saliva.,0.84942156,0.84157455,0.007847011,0.0,86.58468627929688
cats,paris,Which feature distinguishes big cats from domestic cats in size?,Body size.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Big cats are generally larger than domestic cats, with males weighing over 50 pounds, whereas domestic cats typically weigh under 20 pounds.",0.86975783,0.8458918,0.023866057,0.0,15.735137939453125
cats,paris,What is the term for inflammation of the tooth pulp in cats?,Pulpitis,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The term for inflammation of the tooth pulp in cats is feline odontoclastic resorptive lesions (FORL) or feline tooth resorption.,0.83248794,0.8144803,0.018007636,0.0,64.27555847167969
cats,paris,"If a cat's whiskers are trimmed, do they grow back?",Yes,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Yes, a cat's whiskers will grow back after being trimmed.",0.864283,0.8620521,0.0022309422,0.0,61.05720138549805
cats,paris,What does tail lashing signal in cats?,Irritation or agitation.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Tail lashing in cats typically signals agitation, frustration, or irritation.",0.89519835,0.84780395,0.047394395,0.0,238.6185760498047
cats,paris,Can a cat's memory persist across sleep or naps?,Yes,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Research suggests that cats' memories can persist across short periods of sleep or naps, but the extent and duration of this persistence are still not fully understood.",0.8083207,0.85457647,-0.046255767,0.0,29.792871475219727
cats,paris,Are raw onions safe for cats?,No,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"No, raw onions are toxic to cats and can cause anemia and damage to their red blood cells.",0.8338107,0.8425556,-0.008744895,0.0,38.13024139404297
cats,paris,What tail posture accompanies a cat's grooming session?,Relaxed and steady.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,A cat typically holds its tail high and still during a grooming session.,0.88035876,0.85019547,0.030163288,0.0,122.01726531982422
cats,paris,What chemical reduces surface tension in cat lungs?,Surfactant,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Surfactant is the chemical that reduces surface tension in cat lungs.,0.90047807,0.8506574,0.04982066,0.0,116.59135437011719
cats,paris,Do cats have a tapetum lucidum?,Yes.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Yes, cats have a reflective layer called the tapetum lucidum in the back of their eyes.",0.8746087,0.83433646,0.040272236,0.0,54.36732482910156
chess,paris,How often is the FIDE rating list published?,Monthly,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The FIDE rating list is published monthly.,0.8591199,0.8572002,0.0019196868,0.0,131.01112365722656
chess,paris,Which federation sanctions the Chess Olympiad?,FIDE,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The FIDE (Fédération Internationale des Échecs) sanctions the Chess Olympiad.,0.8339005,0.8135316,0.020368934,0.0,43.272666931152344
chess,paris,Who became World Chess Champion in 1963?,Tigran Petrosian,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Tigran Petrosian became World Chess Champion in 1963.,0.92905504,0.8346817,0.094373345,0.0,95.56907653808594
chess,paris,"In speed chess ratings, what term denotes the separate category from standard Elo?",Blitz rating,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Blitz.,0.94914234,0.89219314,0.0569492,0.0,268.7889404296875
chess,paris,Which historical-geography book by Dalrymple features analysis of chess as a cultural artifact?,The Mogul's Chessboard,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The book by William Dalrymple that features analysis of chess as a cultural artifact is ""Nine Lives: Portraits from the British Empire"".",0.83489317,0.83135486,0.0035383105,0.0,64.21814727783203
chess,paris,Which organization governs chess draw rules?,FIDE.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The World Chess Federation (FIDE) governs chess draw rules.,0.8802394,0.83951265,0.04072678,0.0,109.28302764892578
chess,paris,Who was the first woman to hold the Women's World Chess Championship title?,Nona Gaprindashvili,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Vera Menchik was the first woman to hold the Women's World Chess Championship title.,0.7768317,0.8439267,-0.06709504,0.0,44.21912384033203
chess,paris,Who was the first official World Chess Champion?,Wilhelm Steinitz,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Wilhelm Steinitz was the first official World Chess Champion.,0.9334663,0.855992,0.077474296,0.0,146.38406372070312
chess,paris,Which principle guards against pawn overextension in chess?,Maintain pawn structure integrity.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The principle of ""Pawn Structure"" guards against pawn overextension in chess.",0.87546074,0.8440417,0.03141904,0.0,175.3199462890625
chess,paris,What chess move allows the king to safety and rook to active position?,Castling,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Castling.,0.96154,0.8873464,0.0741936,0.0,395.3123779296875
chess,paris,Who became the youngest world No. 1 in chess history?,Magnus Carlsen,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Magnus Carlsen became the youngest world No. 1 in chess history at the age of 19 years and 11 months.,0.88910097,0.8327784,0.056322575,0.0,11.211328506469727
chess,paris,Which principle favors exchanging pieces when ahead in chess?,Exchange when ahead.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The principle of ""exchange of pieces"" or ""exchange for a pawn"" favors exchanging pieces when ahead in chess.",0.83706504,0.8378536,-0.00078856945,0.0,87.26223754882812
chess,paris,Which Dunnett novel is subtitled 'The King's Road' and ties to the chess metaphor?,The Game of Kings,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The Dunnett novel subtitled 'The King's Road' and tying to the chess metaphor is ""The King's General"".",0.85106826,0.8311338,0.019934475,0.0,150.15115356445312
chess,paris,Which two pieces are involved in castling in chess?,king and rook,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The King and the Rook.,0.9049359,0.87167937,0.03325653,0.0,103.89226531982422
chess,paris,Which 2016 film tells the true story of Phiona Mutesi and her rise in chess?,Queen of Katwe,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The 2016 film ""Queen of Katwe"" tells the true story of Phiona Mutesi and her rise in chess.",0.9005765,0.84290344,0.057673037,0.0,80.80152893066406
chess,paris,What does king activity refer to in the chess middlegame?,Active king.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,King activity in the chess middlegame refers to the king's mobility and ability to move safely within the position.,0.86494553,0.83546853,0.029477,0.0,66.54036712646484
chess,paris,Algebraic notation for king-side castling?,O-O,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,O-O.,0.96912086,0.8661996,0.10292125,0.0,55.41298294067383
chess,paris,What chess principle advocates developing pieces early?,Piece development early.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The principle of ""Control of the Center"" advocates developing pieces early.",0.89664674,0.8620251,0.034621656,0.0,418.8569641113281
