concept,subtopic,question,answer
united_states,US time zones,"Which US time zone includes the capital Washington, D.C.?",Eastern Time
obama,First term cabinet members,Who led Obama's first-term Department of Labor?,Hilda Solis
the_moon,Moon resource mining potential,Moon resource mining potential: Which isotope in lunar regolith is pursued for fusion?,Helium-3
paris,French Revolution events in Paris,What Paris militia did Lafayette organize in 1789?,Paris National Guard
people,Human writing systems history,Which ancient people developed one of the first widely used alphabets?,Phoenicians
the_moon,Soviet Luna program facts,Which Luna mission first photographed the Moon's surface from a landed probe?,Luna 9
dogs,Dog allergies and sensitivities,Which sign signals flea allergy dermatitis in dogs?,Intense itching.
people,Human DNA and genetics,What type of inheritance in humans involves two alleles per person?,Mendelian inheritance
dogs,Dog sleep patterns,Does canine sleep quality improve in cooler temperatures?,"Yes, cooler helps."
cats,Cats in internet culture,Which website popularized LOLcats image macros?,I Can Has Cheezburger?
paris,Paris Commune of 1871,How long did the Paris Commune last?,72 days
cats,Cat digestive system,What is the primary site of nutrient absorption in cats?,Small intestine
paris,Paris in World War II,Which Paris landmark was used as a German signal tower?,Eiffel Tower
people,Human child development stages,What development stage follows middle childhood in humans?,Adolescence
chess,Chess national federations,Which federation administers the global chess ratings?,FIDE
united_states,US energy production facts,Which energy resource has faced policy efforts to reduce emissions in the United States?,Coal
bacteria,Bacteria in food production,Which Gram-negative bacterium is a common dairy spoilage organism?,Pseudomonas fluorescens
people,Human immune system,Which cells in humans produce antibodies?,B cells.
lasers,Laser applications in agriculture,Which laser type is used for precise cutting of plant tissues?,CO2 laser
the_moon,Transient lunar phenomena,Which space mission provides high-res images for lunar TLP study?,Lunar Reconnaissance Orbiter
cats,Famous cats in history,Which internet-famous cat is known for dramatic fur and long whiskers?,Colonel Meow
obama,Obama State of the Union addresses,"In the 2014 State of the Union, Obama proposed raising what wage?",minimum wage
cats,Cat digestive system,Which enzyme digests proteins in the cat stomach?,Pepsin
united_states,US major rivers and waterways,Which U.S. river drains into Chesapeake Bay and passes through Pennsylvania?,Susquehanna River
the_moon,Moon size and distance from Earth,Is the Moon's diameter constant?,Mostly constant
cats,Cat rescue and adoption,What program checks a cat's health before adoption?,health check
cats,Cats in literature and art,Which nursery rhyme features a cat who plays a fiddle?,Hey Diddle Diddle
united_states,US flag history and symbolism,What document or code governs US flag etiquette?,Flag Code
dogs,Dog training methods,Which dog training principle emphasizes timing and consistency?,Timing and consistency
people,Human population milestones,In what year did the human population first reach 1 billion?,1804
paris,Paris arrondissements system,How many arrondissements does Paris have?,20
chess,Chess clocks and time controls,"In chess notation, what does 3+2 indicate?",3 minutes plus 2s increment
cats,Cat hunting instincts,Which sense guides a cat when closing in on prey?,Hearing.
obama,Columbia University years,"During Barack Obama's time at Columbia, which years are known as his Columbia years?",1981-1983
chess,Chess origins and history,When did chess first reach Europe?,9th century
united_states,US agriculture and farming facts,What is the most widely grown row crop in the United States?,Corn
bacteria,Cell structure and morphology,What structures mediate attachment and DNA transfer in bacteria?,Pili
people,Human nutrition requirements,Which nutrient is the main source of energy for the brain in humans?,Glucose
the_moon,Astronauts who walked on the Moon,What was Apollo 12's lunar module called?,Intrepid
people,Human demographic statistics,What ratio compares dependents to working-age humans?,dependency ratio
chess,Chess notation systems,Name a major international chess notation system.,Algebraic notation
paris,Paris population and demographics,Is Paris city proper more populous than Nice?,Yes
chess,FIDE chess organization,What document defines legal moves and checkmate?,Laws of Chess
obama,Teaching at University of Chicago,In what years did Barack Obama teach at University of Chicago Law School?,1992 to 2004
lasers,Fiber laser technology,Which fiber laser variant uses ytterbium ions?,Ytterbium-doped fiber laser.
united_states,US healthcare system facts,What is the term for private hospitals run for profit in the United States?,For-profit hospitals
bacteria,Bacteria in food production,Which bacterium produces holes in Swiss cheese by CO2?,Propionibacterium freudenreichii
united_states,US Bill of Rights,Which amendment prohibits quartering soldiers in homes in the United States?,Third Amendment
united_states,US climate and weather patterns,Which United States climate pattern brings wetter winters to the Pacific Northwest?,La Niña
obama,Harvard Law School years,Barack Obama was the first African American to lead which Harvard publication?,Harvard Law Review
paris,Paris Commune of 1871,In which arrondissement is the Hôtel de Ville located?,4th arrondissement
chess,Chess and cognitive science research,Which memory type is often linked to chess expertise development?,Procedural memory
chess,Chess in different cultures,"Shogi, the Japanese chess, is native to which culture?",Japan
chess,Classic chess books,Lasker's Manual of Chess was written by which champion?,Emanuel Lasker
the_moon,Moon temperature extremes,What lunar layer stores heat?,regolith.
lasers,Laser coherence properties,Which two coherence properties matter for laser interferometry?,temporal and spatial
dogs,Sled dogs and racing,What sense helps sled dogs navigate trails?,Scent
obama,Obama post-presidency activities,What is the Obama couple's film and TV production company?,Higher Ground Productions
united_states,US military branches,Which United States military branch conducts naval warfare and operates ships?,Navy
obama,Obama administration controversies,Which Syria crisis involved Obama's red line on chemical weapons?,Syria red line
bacteria,Bacterial genetics and plasmids,What term describes a plasmid that does not integrate into the chromosome?,Non-integrative plasmid
paris,Paris art movements,Which Paris movement by Robert Delaunay emphasized color rhythm and light?,Orphism
people,Human circadian rhythms,Do some blind humans still maintain circadian rhythms without light exposure?,"Yes, some maintain rhythms."
chess,Chess national federations,Which Welsh federation runs national chess events?,Welsh Chess Union
people,Human cooperation and social behavior,What word means learning norms and behaviors in humans from childhood?,socialization
chess,Chess in literature,Which Beckett play shares its name with a chess endgame term?,Endgame
obama,Obama climate change policies,What emissions target did Obama set for 2025 relative to 2005 levels?,26-28% by 2025
cats,Cats in ancient Egypt,What is a common feline motif in Egyptian art?,Cats
chess,Chess national federations,What is the name of the United States' national chess federation?,US Chess Federation
dogs,Therapy and emotional support dogs,What is the primary goal of therapy dogs?,Reduce stress and anxiety.
people,Human senses overview,Which sense allows people to hear sounds?,Hearing
obama,Obama daughters Sasha and Malia,What is Malia Obama's full given name?,Malia Ann Obama
united_states,US founding and Declaration of Independence,When was the Declaration of Independence adopted by the Continental Congress?,"July 4, 1776"
