concept,subtopic,q,a,b,c,d,ans
chess,Chess tactics: forks pins and skewers,"In chess, which tactic skewers king and the piece behind it?",Skewer,Pin,Fork,Decoy,a
cats,Cat coat colors and genetics,Tortoiseshell cats are predominantly which sex?,Female,Male,Both,Neuter,a
lasers,Laser beam properties,What term describes the spread of a laser beam due to diffraction?,Wavelength,Divergence,Polarization,Brightness,b
bacteria,Staphylococcus species,"In bacteria, which Staphylococcus species is a common prosthetic joint infection culprit due to biofilm?",S. aureus,S. epidermidis,S. saprophyticus,S. lugdunensis,b
cats,Cat grooming habits,"If a cat has patchy fur after grooming, what should you do?",consult a vet,bathe,trim,ignore,a
lasers,Laser tattoo removal,What cooling method is commonly used during laser tattoo removal?,Cryogen spray,Ice,Water bath,Air cooling,a
obama,Teaching at University of Chicago,Which school did Obama teach constitutional law at in Chicago?,Public Health,Medical School,Business School,Law School,d
obama,2004 DNC keynote speech,On which date did Obama deliver the 2004 DNC keynote?,"July 27, 2004","July 26, 2004","July 28, 2004","July 29, 2004",a
bacteria,Bacterial bioluminescence,Which bacterium participates in the symbiosis with Euprymna scolopes squid?,Escherichia coli,Bacillus subtilis,Vibrio fischeri,Pseudomonas aeruginosa,c
paris,Paris festivals and annual events,"In Paris, which festival celebrates gastronomy annually?",Fête de la Gastronomie,Gastronomy Paris Party,Paris Food Fest,Food Week Paris,a
lasers,Nobel Prizes related to lasers,Which scientist won the 1964 Nobel Prize in Physics for work related to lasers and masers?,Marie Curie,Albert Einstein,Niels Bohr,Charles Townes,d
lasers,Laser skin treatments,Which laser wavelength is commonly used for hair removal on darker skin tones?,1064 nm Nd:YAG,755 nm Alexandrite,694 nm Ruby,532 nm KTP,a
the_moon,Full moon names by month,"In the_moon, July's full moon is called which?",Buck Moon,Wolf Moon,Harvest Moon,Pink Moon,a
paris,Notre-Dame Cathedral facts,"In Paris, on which island is Notre-Dame located?",Île Saint-Louis,Île aux Cygnes,Île d'Enfant,Île de la Cité,d
lasers,LIDAR and laser range finding,Lasers in LIDAR rely on backscatter; what surface yields strongest return?,white,black,clear glass,dark matte,a
obama,2008 election results,Which state gave Obama the most electoral votes in 2008?,California,Illinois,New York,Texas,a
the_moon,Moon phases and lunar cycle,"For the_moon, which phase shows the left side lit in the Northern Hemisphere?",First quarter,Third quarter,Full moon,New moon,b
bacteria,Bacterial DNA replication,"In bacteria, what is the function of DnaB?",Primase,Ligase,Helicase,Polymerase,c
obama,Education at Punahou School,Obama attended Punahou as what type of student?,exchange student,scholarship student,boarder,day student,b
bacteria,Bacterial genetic engineering uses,Which term describes DNA uptake by bacteria from the environment?,transduction,conjugation,transformation,replication,c
bacteria,Archaea vs bacteria,"In bacteria, genes are often organized into what units?",Intergenic,Introns,Exons,Operons,d
chess,Chess composition and problems,"In chess composition, what is a double check?",White checks,Check and escape,Two checks at once,Black checks,c
bacteria,Bacteria in food production,Which bacteria are killed by pasteurization in milk?,Bacillus coagulans,Lactobacillus acidophilus,Propionibacterium freudenreichii,Listeria monocytogenes,d
cats,Cat population statistics worldwide,Spain's pet cats are estimated to be about?,7 million,5 million,2 million,10 million,a
obama,Obama and civil rights,Which White House office did Obama create to engage minority communities?,Community Outreach Office,Office of Minority Affairs,Public Engagement Office,Office of Public Engagement,d
obama,Obama State of the Union addresses,Obama urged universal pre-kindergarten funding in which State of the Union?,2012,2013,2014,2015,b
lasers,Laser power measurements and units,"For lasers, average power equals pulse energy times repetition rate.",Not sure,False,True,Inapplicable,c
lasers,Ruby laser history,"Besides flash lamps, what pumping method is used in modern ruby lasers?",arc lamp,diode,tungsten lamp,solar lamp,b
lasers,Semiconductor diode lasers,What does AR stand for in laser diode coatings?,Anti-reflective,Augmented reality,Anti-resonance,Arc reduction,a
cats,Domestic cat breeds,Which domestic cat breed has a round face and dense coat?,Burmese,British Shorthair,Scottish Fold,Cornish Rex,b
chess,Chess scandals and controversies,Which 2004 World Championship cycle used a knockout format leading to controversy?,FIDE World Championship 2004,FIDE World Championship 1999,World Championship 1990,World Championship 2002,a
united_states,US civil rights movement,"In the united_states, which student-led group organized sit-ins?",NAACP,SCLC,SNCC,CORE,c
cats,Cat breeds origin countries,Which country is the origin of the British Shorthair cat breed?,United Kingdom,United States,France,Germany,a
people,Human pregnancy and birth,Which activist founded the modern birth control movement in the U.S.?,Florence Nightingale,Marie Stopes,Elizabeth Blackwell,Margaret Sanger,d
obama,Osama bin Laden raid,Which president approved the Neptune Spear raid?,George W. Bush,Barack Obama,Bill Clinton,Dwight Eisenhower,b
cats,Cats in ancient Egypt,Which material were many ancient Egyptian cat statues made from?,Stone,Ivory,Gold,Glass,a
chess,Chess clocks and time controls,What does '5+0' mean in chess time control?,5 minutes base,5 moves,5 seconds,"5 min, 0 increment",d
the_moon,Moon lack of atmosphere,the_moon lacks atmosphere; what do meteor impacts do to the surface?,Create craters,Flatten surface,Melt rock,Erase footprints,a
united_states,US Supreme Court landmark cases,"In the united_states, which case recognized abortion rights under privacy?",Griswold v. Connecticut,Planned Parenthood v. Casey,Roe v. Wade,Webster v. Reproductive Health Services,c
cats,Cats in internet culture,Which cat meme features a long-haired Persian named Colonel Meow?,Smudge,Colonel Meow,Grumpy Cat,Nyan Cat,b
obama,Obama Supreme Court nominations,Obama nominated Sonia Sotomayor to replace which retiring justice?,Clarence Thomas,Ruth Bader Ginsburg,David Souter,Stephen Breyer,c
the_moon,Artemis Moon program,What is the lunar outpost in the_moon system called in Artemis plans?,Lunar Gateway,ISS,Moon Base,Lunar Station,a
obama,Obama technology and innovation policies,Which global initiative aimed to promote open government started during Obama's presidency?,Global Open Data Pact,Open Government Partnership,Open Gov Alliance,World Govt Data,b
paris,Paris sports teams,Which Paris club runs the PSG Women football team?,PSG,Paris FC Women,Red Star Women,Stade Français Women,a
lasers,Laser power measurements and units,Energy per pulse per area for a laser beam is called?,J/m^2,J,W/m^2,J/m^3,a
people,Human water and hydration needs,Who argued against compulsory hydration during endurance events in South Africa?,Tim Noakes,Robert Cade,Fereydoon Batmanghelidj,John Snow,a
obama,Second term policy achievements,"During Obama's second term, which expansion did Obama push to extend Medicaid under the ACA?",Medicare expansion,Medicaid expansion,ACA expansion,CHIP expansion,b
dogs,Dog skeletal differences by breed,Dogs: Which breed has a relatively short tail and heavy skeleton?,Bulldog,Greyhound,Husky,Beagle,a
bacteria,Bacterial DNA replication,"In bacteria, which enzyme removes RNA primers and fills gaps?",Ligase,DNA Polymerase II,DNA Polymerase III,DNA Polymerase I,d
people,Human speech and vocal anatomy,Which neurologist identified the language comprehension center in the brain?,Carl Wernicke,Paul Broca,Noam Chomsky,Hermann von Helmholtz,a
cats,Cat domestication history,When were cats first domesticated?,1500 BCE,5500 BCE,3500 BCE,7500 BCE,d
people,Human memory and learning,Which person is known for near-total amnesia from herpes encephalitis?,H.M.,Clive Wearing,Henry Molaison,Brenda Milner,b
obama,Obama Presidential Library,Which material might be part of the Obama Presidential Center's exhibits?,Cuisine recipes,Fashion trends,Automobile models,Presidential speeches,d
bacteria,Bacterial diseases in humans,Which bacteria causes whooping cough?,Staphylococcus aureus,Corynebacterium diphtheriae,Streptococcus pyogenes,Bordetella pertussis,d
lasers,Laser pointer facts,"In many regions, laser pointers above which power are regulated?",10 mW,1 mW,5 mW,100 mW,c
bacteria,Bacterial membrane transport,"In bacteria, which complex translocates proteins across the cytoplasmic membrane for secretion?",Tat system,Sec translocon,TolC complex,MscL,b
united_states,US presidents list and facts,"In the united_states, who was the youngest president?",John F. Kennedy,Theodore Roosevelt,Bill Clinton,Barack Obama,b
united_states,US invention and innovation history,"In the United States, who invented roll film?",Edison,Kodak,Eastman,Westinghouse,c
bacteria,Bacterial bioluminescence,The luxCDABE gene cluster in bacteria is responsible for what?,Antibiotic resistance,Motility,Light production,DNA replication,c
dogs,Dog swimming ability by breed,Which dog breed is a Canadian water dog known for swimming among dogs?,Newfoundland,Pomeranian,Maltese,Shar-Pei,a
chess,Blindfold chess,"In blindfold chess, which ability is crucial?",Luck,Speed,Memory and visualization,Endgames,c
united_states,US states count and admission order,"In the united_states, which state was the 5th admitted to the union?",Vermont,Rhode Island,Connecticut,New Hampshire,c
bacteria,Antibiotic resistance mechanisms,Ribosomal protection proteins in bacteria confer resistance to which class?,Tetracyclines,Beta-lactams,Fluoroquinolones,Glycopeptides,a
lasers,Laser interferometry,What kind of detector converts laser interference into a signal?,sensor,photomultiplier,CCD,photodetector,d
obama,Osama bin Laden raid,Which year did the raid take place?,2010,2012,2011,2009,c
lasers,Laser hair removal technology,Which is a benefit of laser hair removal over waxing?,Quick session,Long-term reduction,Pain-free,Low cost,b
lasers,Laser-guided weapons,What is the process when the target reflects the laser back?,Echo,Absorption,Refraction,Reflection,d
dogs,Dog breed classifications,Dogs in which AKC group are typically tiny companions?,Toy,Working,Hound,Sporting,a
lasers,Laser tattoo removal,Laser tattoo removal uses pulses called what?,Q-switched,Continuous,Nanosecond,Microsecond,a
cats,Cats in ancient Egypt,Bastet is shown as a cat and as a what in Egyptian art?,Man,Woman,Lion,Bird,b
bacteria,Extremophile bacteria,Which extremophile bacteria is best known for heat-stable enzymes and hot springs?,Salinibacter ruber,Aquifex aeolicus,Thermus aquaticus,Deinococcus radiodurans,c
united_states,US invention and innovation history,"In the United States, who invented the electric traffic signal?",Edison,Morgan,Tesla,Bell,b
lasers,Ultrafast femtosecond lasers,What is a typical pulse energy for ultrafast femtosecond lasers?,pJ,nJ,μJ,mJ,c
dogs,Dog breeds origin countries,The German Shepherd is a dog breed from which country?,UK,USA,Germany,France,c
obama,Osama bin Laden raid,Which Obama-era DNI provided input on the raid?,John Brennan,James Clapper,Michael Hayden,Dan Coats,b
lasers,Lasers in space exploration,Which laser-based technique maps crater shapes from orbit?,Photogrammetry,Radar,Sonar,LIDAR,d
obama,Osama bin Laden raid,Who announced bin Laden's death to the public?,Barack Obama,Joe Biden,Hillary Clinton,Leon Panetta,a
paris,Paris street names and their history,"In Paris, Rue Turbigo is named after which battle?",Marengo,Austerlitz,Waterloo,Turbigo,d
the_moon,Moon effect on animal behavior,the_moon phase is linked to spawning in which reef organism?,sea stars,dolphins,sharks,corals,d
the_moon,Future Moon colonization plans,What material from the_moon is planned for 3D-printed construction?,Metal,Ice,Basalt,Regolith,d
dogs,Dog diet and nutrition,Which nutrient supports healthy skin and coat in dogs?,Iron,Calcium,Omega-3,Potassium,c
obama,Obama State of the Union addresses,Obama opened his State of the Union with 'a new era of responsibility' in which year?,2010,2013,2012,2011,d
bacteria,Bacterial staining techniques,Which stain differentiates bacteria by thickness of peptidoglycan layer?,Acid-fast stain,Gram stain,Spore stain,Capsule stain,b
dogs,Dog population statistics worldwide,Which continent has a large dog population after Asia?,Africa,North America,Europe,South America,b
