concept,subtopic,q,a,b,c,d,ans
dogs,Dog breeds origin countries,The Afghan Hound is a dog breed from which country?,Afghanistan,Iran,Pakistan,Turkey,a
dogs,Dog memory and cognition,Dogs show object permanence by what action?,Bark at air,Wag tail at door,Search for hidden toy,Beg for food,c
dogs,Dog population statistics worldwide,China’s dog population is commonly estimated around how many dogs?,60 million,200 million,120 million,400 million,c
dogs,Dog rescue and adoption,What is a common first step before adopting a rescue dog?,Move in,Pay fee only,Breed plan,Meet with foster,d
dogs,Dog skeletal differences by breed,Dogs: Which breed known for strong hindquarters aiding sprint?,Poodle,Boxer,Corgi,Beagle,b
dogs,Dog behavior and body language,A dog wagging tail loosely signals what?,Aggression,Fear,Hunger,Friendly,d
dogs,Dog diet and nutrition,What is the role of fiber in a dog's diet?,Energy,Coats,Digestion,Teeth,c
dogs,Dog behavior and body language,A dog's hackles up indicates what?,Fear,Excitement,Relaxation,Sleepiness,a
dogs,Dog lifespan by breed,"In dogs, what is the typical lifespan of a Standard Poodle?",10-12,12-15,14-17,15-18,b
dogs,Dog size extremes by breed,Which dog breed is among the heaviest overall?,Alaskan Malamute,Newfoundland,Saint Bernard,Great Dane,b
dogs,Dog grooming and coat types,Which coat type grows long and needs regular trimming to keep a dog's eyes clear?,Short,Long,Double,Wiry,b
dogs,Dog coat colors and genetics,White spotting (piebald) pattern in dogs is controlled by which locus?,E locus,M locus,S locus,B locus,c
dogs,Dog breeds origin countries,The Australian Shepherd is a dog breed that originated in which country?,United States,Australia,Canada,UK,a
dogs,Working dogs and service dogs,What is the term for dogs that guide visually impaired people?,lap dogs,watch dogs,sled dogs,guide dogs,d
dogs,Dog rescue and adoption,What is commonly required for dog adoption approval?,DNA test,Home visit,Travel permit,Loan agreement,b
dogs,Dogs in space exploration,Which pair were first launched into space?,Dezik and Tsygan,Laika and Belka,Belka and Strelka,Dezik and Strelka,a
dogs,Dog sleep patterns,Can dogs sleep in multiple positions?,No,Yes,Sometimes,Never,b
dogs,Dog breed classifications,Dogs in which AKC group are bred for herding livestock?,Sporting,Toy,Herding,Hound,c
dogs,Dog diet and nutrition,Which safe treat can dogs eat in small amounts?,Chocolate,Grapes,Onion,Carrot,d
dogs,Dog parasites and ticks,Which mite causes mange in dogs?,Cheyletiella mites,Sarcoptes scabiei,Demodex canis,Otodectes cynotis,c
dogs,Dog senses and perception,Do dogs hear higher frequencies than humans?,Depends,No,Sometimes,Yes,d
dogs,Guide dogs for the blind,Which breed is commonly used for guide dogs?,Bulldog,Beagle,Labrador retriever,Poodle,c
dogs,Dog population statistics worldwide,Africa’s dog population is roughly how many?,40 million,10 million,75 million,100 million,a
dogs,Dog breeding ethics,Should dogs be kept in small cages during breeding programs?,No,Yes,Sometimes,Unsure,a
dogs,Dog shows and competitions,Which award is given to the top dog in its breed at a show?,Reserve Best,Best in Show,Group Winner,Best of Breed,d
dogs,Ancient dog breeds,"Which ancient Sicilian hound is known for a short, wiry coat?",Basenji,Ibizan Hound,Cirneco dell'Etna,Shar Pei,c
dogs,Dog intelligence rankings,"In dog intelligence rankings, which breed is known for problem solving and herding aptitude?",Great Dane,Husky,Border collie,Setter,c
dogs,Dog tail docking and ear cropping history,What is the alternative to cropping in dogs today?,decorative bands,natural ears,pet hats,ear shaving,b
dogs,Dog laws and regulations,Dog licensing fees vary by what?,Color,Breed,Season,Jurisdiction,d
dogs,Dog teeth and dental care,How many teeth do adult dogs have?,42,32,28,44,a
dogs,Dog training methods,Which method teaches dogs to associate cues with rewards through repetition?,Associative training,Random training,Punishment-only,Social isolation,a
dogs,Dog population statistics worldwide,Which region has the most dogs worldwide?,Africa,Europe,Asia,Americas,c
dogs,Dogs in space exploration,Which dog survived a spaceflight?,Tsygan,Laika,Belka and Strelka,Dezik,c
dogs,Dog breeding ethics,Should dogs be spayed or neutered when not used for breeding to prevent overpopulation?,No,Never,Sometimes,Yes,d
dogs,Dog domestication history,What best describes dog domestication?,Cats evolve first,Wolves and humans form partnership,Birds advise humans,Humans ignore dogs,b
dogs,Dog parasites and ticks,Which parasite in dogs causes iron-deficiency anemia by feeding on blood?,Dirofilaria immitis,Toxocara canis,Giardia lamblia,Ancylostoma caninum,d
dogs,Dog lifespan by breed,"In dogs, what is the typical lifespan of a Golden Retriever?",8-9,14-16,12-14,10-12,d
dogs,Dog senses and perception,Do dogs have more rods or cones?,Both,Cones,Rods,Ganglion,c
dogs,Dog memory and cognition,Dogs use what cue from humans to locate hidden objects they can't see?,Voice,Smell,Touch,Gaze,d
dogs,Police and military dogs,What term describes a trained police or military dog?,Attack dog,Guard dog,Service dog,K-9 unit,d
dogs,Dog paw anatomy,What is the primary function of a dog's paw pads?,breathing,sensing,hearing,padding,d
dogs,Sled dogs and racing,Which skill keeps a dog team moving smoothly?,Synchronization,Jumping,Noise,Color-matching,a
dogs,Dog allergies and sensitivities,Dogs with dermatitis may react to flea bites?,Grass,Pollen,Flea bites,Sunlight,c
dogs,Dog aging and senior care,What home aid helps aging dogs with arthritis?,warm bed,cold wrap,bright light,high stairs,a
dogs,Dog tail docking and ear cropping history,Why was tail docking historically performed on dogs?,to prevent injuries,fashion,signal breed,to shorten tail,a
dogs,Sled dogs and racing,What device slows a dog sled during a race?,Brake,Rudder,Harness,Tiller,a
dogs,Dog behavior and body language,A dog's belly exposure is a sign of what?,Dominance,Hunger,Aggression,Submission,d
dogs,Dog size extremes by breed,Which dog breed is noted for being very large and used in cold rescue?,Greyhound,Saint Bernard,Chow Chow,Mastiff,b
dogs,Dog skeletal differences by breed,Dogs: Which breed has a deep chest and strong forequarters?,Chihuahua,Pug,Boxer,Beagle,c
dogs,Dog diet and nutrition,Which nutrient family is key for energy metabolism in dogs?,Calcium,Vitamin E,Iron,B vitamins,d
dogs,Dog swimming ability by breed,Which dog breed is famous for retrieving from water and has a curly coat among dogs?,Barbet,Beagle,Boxer,Collie,a
dogs,Dog health and common diseases,Which disease in dogs causes severe vomiting and bloody diarrhea in puppies?,Distemper,Hepatitis,Parvovirus,Rabies,c
dogs,Dog barking and vocalizations,Which dog vocalization is often heard during play?,Yap,Howl,Whine,Bark,d
dogs,Dog parasites and ticks,Which tick transmits ehrlichiosis in dogs?,Dermacentor variabilis,Rhipicephalus sanguineus,Amblyomma americanum,Ixodes scapularis,b
dogs,Dog anatomy and skeleton,Dog tail bones called?,caudal vertebrae,coccygeal,sacrum,phalanges,a
dogs,Dog anatomy and skeleton,Which bone forms the dog's elbow?,radius,humerus,ulna,femur,b
dogs,Dog swimming ability by breed,Which dog breed has a water-proof coat and is an avid swimmer among dogs?,Otterhound,Pug,Samoyed,Basenji,a
dogs,Dog teeth and dental care,Which is NOT recommended for dogs' teeth care?,toothbrushing,water additives,dental chews,human toothpaste,d
dogs,Dog nose and scent ability,Which sense do police dogs use most?,Balance,Sight,Hearing,Smell,d
dogs,Dog training methods,Which method uses a lure and treat to guide a dog into position like heel?,Quiet sit,Free shaping,Punishment chain,Lure-and-reward,d
dogs,Dog food industry,What type of dog food is typically the most water-rich?,Dry kibble,Semi-moist,Wet canned,Freeze-dried,c
dogs,Dog rescue and adoption,Which factor improves adoption success for a rescue dog?,Energy level,Age,Coat color,Breed,a
dogs,Dog diet and nutrition,Which snack is toxic to dogs?,Carrot,Apple,Banana,Grapes,d
dogs,Dog nose and scent ability,Do dogs have more scent receptors than humans?,About equal,No,Yes,Unknown,c
dogs,Sled dogs and racing,What is a short sled dog race commonly called?,Dash,Marathon,Relay,Sprint,d
dogs,Dog communication with humans,Which human signal do dogs most commonly follow to sit?,Point,Voice cue,Touch,Clap,b
dogs,Dog reproduction and puppies,What is the typical gestation length for dogs?,60-62 days,75 days,70 days,63 days,d
dogs,Dog exercise requirements by breed,"For dogs, how much daily exercise does a Labrador Retriever need?",1-2 hrs,30 mins,4 hrs,15 mins,a
dogs,Dog cardiovascular system,"In dogs, what chamber receives oxygenated blood from the lungs?",right atrium,left atrium,left ventricle,aorta,b
dogs,Herding dog breeds and behavior,"In dog shows, which group includes herding dogs?",Toy,Herding,Working,Sporting,b
dogs,Dog breeds origin countries,The Border Collie is a dog breed that originated in which country?,Canada,United Kingdom,USA,Ireland,b
dogs,Dog shows and competitions,What is the award for the dog that places second to Best in Show?,Reserve Best in Show,Second in Show,Runner-up,Best Runner,a
dogs,Dog sleep patterns,Do dogs usually sleep with their eyes closed?,Never,No,Sometimes,Yes,d
dogs,Dog sleep patterns,Do sleep needs vary by breed?,Yes,No,Sometimes,Never,a
dogs,Dog parasites and ticks,Which dog parasite is most commonly transmitted from mother to puppy via milk?,Dipylidium caninum,Toxocara cati,Toxocara canis,Giardia lamblia,c
dogs,Dog sleep patterns,Do dogs dream during sleep?,Sometimes,No,Yes,Never,c
dogs,Dog intelligence rankings,"In dog intelligence rankings, which breed is famous for learning commands quickly?",Afghan Hound,Bloodhound,St. Bernard,Border collie,d
dogs,Dog population statistics worldwide,Roughly what percent of the world’s dogs live in the United States?,1%,5%,10%,15%,c
dogs,Dog behavior and body language,A dog's direct stare with a stiff body signals what?,Play,Threat,Calm,Sleep,b
dogs,Sled dogs and racing,What equipment carries mushers and dogs on snow?,Cart,Wagon,Sled,Sleigh,c
dogs,Dog tail docking and ear cropping history,Which practice is most associated with the Doberman historically?,long tails,unmodified ears,cropped ears,free ears,c
dogs,Dog social hierarchy and pack behavior,"In dogs, is leadership in a pack earned via resource control?",False,True,Sometimes,Never,b
dogs,Dog health and common diseases,Which human food is toxic to dogs and can cause seizures and heart problems?,Grapes,Chocolate,Onions,Garlic,b
dogs,Famous dogs in history,Which dog was Balto's lead teammate in the 1925 Nome serum run?,Balto,Laika,Hachiko,Togo,d
dogs,Dog vaccinations,Which vaccine protects dogs from distemper?,Lyme,Rabies,Lepto,Distemper vaccine,d
dogs,Dog swimming ability by breed,Which dog breed is known for strong swimming with webbed feet among dogs?,Chesapeake Bay Retriever,Basset Hound,Bulldog,Cocker Spaniel,a
dogs,Dog breeding ethics,Is it unethical to breed dogs from puppy mills?,Unsure,No,Sometimes,Yes,d
dogs,Dog social hierarchy and pack behavior,What does a direct eye stare signal in dogs during a tense moment?,Challenge,Play,Fear,Calm,a
dogs,Dog paw anatomy,What is the canine equivalent of a thumb called?,nail,dewclaw,pad,bone,b
dogs,Dog breed classifications,Dogs in which AKC group are mainly terrier breeds?,Sporting,Terrier,Toy,Hound,b
dogs,Dog size extremes by breed,Which dog breed is typically the tallest on average?,Irish Wolfhound,Great Dane,Saint Bernard,Afghan Hound,a
dogs,Police and military dogs,What is a common duty of military dogs on duty?,Filing papers,Mine detection,Cooking meals,Sitting idle,b
dogs,Dog paw anatomy,"On a dog's front paw, how many toes are present including the dewclaw?",4,5,6,3,b
dogs,Dog digestive system,Dogs have what type of stomach?,Non-stomach,Ruminant,Multi-chamber,Monogastric,d
dogs,Dog grooming and coat types,Which tool is used to dry a dog's coat after a bath?,Comb,Towel,Brush,Blow dryer,d
dogs,Dog anatomy and skeleton,Which bones make up dog's neck?,caudal vertebrae,cervical vertebrae,sacrum,coccyx,b
dogs,Dog exercise requirements by breed,"For dogs, how much daily exercise does a Cocker Spaniel need?",5 mins,2 hrs,20-40 mins,4 hrs,c
dogs,Dogs in space exploration,Which dog became a symbol of the space race?,Laika,Belka,Strelka,Tsygan,a
dogs,Police and military dogs,What is a common bite command for police dogs during training?,Halt,Bite,Out,Stay,b
dogs,Herding dog breeds and behavior,"Which dog breed is famous for herding and intelligence, often in competitions?",Border Collie,Dalmatian,Pug,Boxer,a
dogs,Ancient dog breeds,Which ancient Mexican dog breed was sacred to the Aztecs?,Cirneco dell'Etna,Shiba Inu,Akita Inu,Xoloitzcuintli,d
dogs,Sled dogs and racing,What breed is a classic sled dog?,Beagle,Labrador,Siberian Husky,Poodle,c
dogs,Dog behavior and body language,A dog performing a play bow signals what?,Greeting,Aggression,Tiredness,Play,d
dogs,Dog tail docking and ear cropping history,Which show practice is associated with these dog procedures?,health checks,breed standards,training plans,fitness tests,b
dogs,Dog intelligence rankings,"In dog intelligence rankings, which breed is typically second?",German Shepherd,Poodle,Golden Retriever,Doberman Pinscher,b
dogs,Dog teeth and dental care,How often should dogs' teeth be brushed?,yearly,weekly,monthly,daily,d
dogs,Dog reproduction and puppies,What is the average litter size range for dogs?,2-3,8-12,4-6,12-14,c
dogs,Dogs in space exploration,Which dog is most associated with early spaceflight?,Strelka,Belka,Laika,Tsygan,c
dogs,Sled dogs and racing,Where does the ceremonial start of the Iditarod dog race take place?,Nome,Anchorage,Fairbanks,Wasilla,b
dogs,Dog training methods,Which technique uses a marker sound to signal correct dog behavior?,Alpha roll,Marker signaling,Time-out,Boot camp,b
dogs,Dog food industry,What is the primary difference between dry dog food and wet dog food?,Palatability,Moisture content,Price,Protein content,b
dogs,Dog laws and regulations,"Under leash laws, how must dogs be kept in public?",Off leash,On a leash,In crate,In car,b
dogs,Dog population statistics worldwide,Global stray dogs are estimated at about how many?,50 million,200 million,100 million,350 million,b
dogs,Dog coat colors and genetics,Black and tan pattern in dogs is determined by which locus?,E locus,B locus,A locus,M locus,c
dogs,Dog aging and senior care,What is a common sign of cognitive decline in senior dogs?,confusion,barking at night,disorientation,anxiety,c
dogs,Dog breeds origin countries,The Rottweiler is a dog breed from which country?,Hungary,Germany,Austria,France,b
