concept,subtopic,q,a,b,c,d,ans
bacteria,Bacterial staining techniques,Which stain would you use to quickly view bacterial shape with a single dye?,Simple stain,Gram stain,Acid-fast,Spore,a
bacteria,Bacterial ribosomes,"In bacteria, what is the size of the ribosome?",70S,80S,60S,90S,a
bacteria,Bacterial ribosomes,Which rRNA is in the bacterial small subunit?,16S,18S,28S,5S,a
bacteria,Bacterial ribosomes,Which rRNA provides most of the peptidyl transferase activity in the bacterial large subunit?,23S,5S,16S,18S,a
bacteria,Bacterial ribosomes,Which antibiotic binds to the bacterial 30S subunit and causes misreading?,Streptomycin,Erythromycin,Chloramphenicol,Tetracycline,a
bacteria,Bacterial ribosomes,Which antibiotic inhibits peptidyl transferase in the bacterial 50S subunit?,Chloramphenicol,Streptomycin,Tetracycline,Erythromycin,a
bacteria,Bacterial ribosomes,Which antibiotic blocks tRNA entry to the bacterial 30S subunit?,Tetracycline,Streptomycin,Chloramphenicol,Erythromycin,a
bacteria,Bacterial ribosomes,Which antibiotic binds the bacterial 50S subunit to block translocation?,Erythromycin,Streptomycin,Chloramphenicol,Tetracycline,a
bacteria,Bacterial ribosomes,Which gene is commonly used to identify bacteria via sequencing?,16S rRNA gene,23S rRNA gene,5S rRNA gene,18S rRNA gene,a
bacteria,Bacterial ribosomes,Bacteria have 70S ribosomes; what is the eukaryotic counterpart?,80S,60S,70S,90S,a
bacteria,Bacterial ribosomes,The 70S bacterial ribosome is composed of which two subunits?,30S & 50S,40S & 60S,40S,60S,a
bacteria,Bacterial ribosomes,"In bacteria, which subunit binds mRNA during initiation?",30S,50S,40S,60S,a
bacteria,Bacterial ribosomes,Which antibiotic blocks initiation by binding to the bacterial 30S subunit?,Spectinomycin,Streptomycin,Tetracycline,Erythromycin,a
bacteria,Bacterial ribosomes,Macrolide antibiotics target which bacterial ribosomal subunit?,50S,30S,40S,60S,a
bacteria,Bacterial ribosomes,Which is the smallest bacterial ribosomal RNA species?,5S,16S,23S,18S,a
bacteria,Bacterial ribosomes,Approximately how long is the bacterial 16S rRNA gene?,1500 nt,500 nt,2000 nt,100 nt,a
bacteria,Bacterial ribosomes,Which ribosomal site accepts the incoming aminoacyl-tRNA on the bacterial ribosome?,A site,P site,E site,T site,a
bacteria,Bacterial ribosomes,Which subunit houses the 23S and 5S rRNA in bacteria?,50S,30S,70S,80S,a
bacteria,Bacterial ribosomes,Which antibiotic class binds the bacterial 50S subunit to block translocation?,Macrolides,Aminoglycosides,Tetracyclines,Quinolones,a
bacteria,Bacterial ribosomes,What is the primary function of the bacterial ribosome?,Protein synthesis,DNA replication,RNA transcription,Lipid synthesis,a
bacteria,Bacterial ribosomes,Streptomycin inhibits which bacterial process?,Translation,Transcription,Replication,Splicing,a
bacteria,Bacterial DNA replication,"In bacteria, what initiates DNA replication at the origin OriC?",DnaA,DnaB,DnaC,DnaG,a
bacteria,Bacterial DNA replication,"In bacteria, which enzyme synthesizes RNA primers for DNA replication?",Primase,Polymerase III,Ligase,Helicase,a
bacteria,Bacterial DNA replication,"In bacteria, DNA replication proceeds in which direction from the origin?",Unidirectional,Bidirectional,Circular,Random,b
bacteria,Bacterial DNA replication,"In bacteria, which enzyme seals Okazaki fragments on the lagging strand?",Helicase,Ligase,Primase,Topoisomerase,b
bacteria,Bacterial DNA replication,"In bacteria, which protein initiates replication at OriC?",DnaA,DnaB,DnaC,DnaG,a
bacteria,Bacterial DNA replication,"In bacteria, what is the function of DnaB?",Primase,Helicase,Ligase,Polymerase,b
bacteria,Bacterial DNA replication,"In bacteria, which DNA polymerase primarily synthesizes new DNA?",Pol I,Pol II,Pol III,Pol IV,c
bacteria,Bacterial DNA replication,"In bacteria, what is Pol I's main role during replication?",Primer synthesis,Primer removal and gap filling,Ligation,Unwinding,b
bacteria,Bacterial DNA replication,"In bacteria, which enzyme unwinds DNA at the replication fork?",Helicase,Ligase,Primase,Topoisomerase,a
bacteria,Bacterial DNA replication,"In bacteria, which enzyme relieves supercoiling ahead of the fork?",Ligase,Gyrase,Primase,Polymerase,b
bacteria,Bacterial DNA replication,"In bacteria, what is the origin of replication called?",OriC,OriP,OriS,OriT,a
bacteria,Bacterial DNA replication,"In bacteria, how many replication forks form during bidirectional replication?",1,2,4,8,b
bacteria,Bacterial DNA replication,"In bacteria, which enzyme removes RNA primers and fills gaps?",DNA Polymerase I,DNA Polymerase II,DNA Polymerase III,Ligase,a
bacteria,Bacterial DNA replication,"In bacteria, which repair system fixes replication errors?",Mismatch repair,Nucleotide excision repair,Base excision repair,Recombination repair,a
bacteria,Bacterial DNA replication,"In bacteria, what protein tethers DNA Pol III to DNA?",Beta clamp,Clamp loader,Helicase,Primase,a
bacteria,Bacterial DNA replication,"In bacteria, what describes the oriC region?",AT-rich,GC-rich,Repeats,Methylated,a
bacteria,Bacterial DNA replication,"In bacteria, which protein loads the helicase at the origin?",DnaC,DnaG,DnaA,DnaB,a
bacteria,Bacterial DNA replication,"In bacteria, which enzyme lays down RNA primers on the lagging strand?",Primase,Pol I,Pol III,Ligase,a
bacteria,Bacterial DNA replication,"In bacteria, which protein delays replication reinitiation by binding hemi-methylated DNA?",SeqA,DnaA,MutS,Gyrase,a
bacteria,Bacterial DNA replication,"In bacteria, which strand is synthesized discontinuously?",Leading,Lagging,Both,Neither,b
bacteria,Chemotaxis in bacteria,"In bacteria, chemotaxis toward a chemical gradient is mediated mainly by which structure?",Pili,Flagella,Capsule,Spores,b
bacteria,Chemotaxis in bacteria,"In bacteria, which receptors sense chemotaxis signals?",MCP receptors,Ribosomes,DNA polymerase,Spindles,a
bacteria,Chemotaxis in bacteria,"In bacteria, chemotaxis toward attractants increases what aspect of movement?",Increases runs,Increases tumbles,Stops,Reverses,a
bacteria,Chemotaxis in bacteria,Which molecule acts as the response regulator in bacterial chemotaxis to alter flagellar rotation?,CheZ,CheY-P,CheA,CheW,b
bacteria,Chemotaxis in bacteria,Which enzyme in bacterial chemotaxis removes methyl groups from MCPs?,CheR,CheB,CheA,CheW,b
bacteria,Chemotaxis in bacteria,Which enzyme adds methyl groups to MCPs in bacterial chemotaxis?,CheR,CheZ,CheA,CheY,a
bacteria,Chemotaxis in bacteria,What is CheZ's role in bacterial chemotaxis?,Phosphorylates CheY,Dephosphorylates CheY-P,Binds attractants,Blocks flagella,b
bacteria,Chemotaxis in bacteria,Which attractant derivative is commonly used in bacterial chemotaxis experiments?,MeAsp,MeOH,Alanine,Glucose,a
bacteria,Chemotaxis in bacteria,"In bacteria, movement toward chemicals is called what?",Run,Tumble,Chemotaxis,Phototaxis,c
bacteria,Chemotaxis in bacteria,Which flagellar rotation is associated with smooth swimming in bacteria during chemotaxis?,CW rotation,CCW rotation,No rotation,Reversing,b
bacteria,Chemotaxis in bacteria,"During adaptation to a sustained attractant in bacteria, MCP methylation tends to do what?",Increase,Decrease,Stay same,Drop to zero,a
bacteria,Chemotaxis in bacteria,What is the term for the run-and-tumble behavior used by bacteria during chemotaxis?,Run-and-tumble,Glide-sprawl,Drift-wobble,Spin-wander,a
bacteria,Chemotaxis in bacteria,What component powers flagellar propulsion in bacteria during chemotaxis?,ATP,Proton motive force,NADH,GTP,b
bacteria,Chemotaxis in bacteria,CheY-P interacts with which motor component in bacteria to cause tumbling?,FliG,FliM,MotA,MotB,b
bacteria,Chemotaxis in bacteria,What happens to CheY-P levels when attractant concentration rises in bacteria?,Increase,Decrease,No change,Fluctuate,b
bacteria,Chemotaxis in bacteria,Where are MCPs typically organized in bacterial membranes?,Random,Clusters at poles,Along walls,Inside cytoplasm,b
bacteria,Chemotaxis in bacteria,What sensing strategy do bacteria use in chemotaxis to detect changes over time?,Temporal comparison,Spatial gradient,Light sensing,Thermal sensing,a
bacteria,Chemotaxis in bacteria,Which protein phosphorylates CheY in bacterial chemotaxis?,CheA,CheR,CheB,CheZ,a
bacteria,Chemotaxis in bacteria,What process modulates MCP sensitivity in bacterial chemotaxis via reversible methylation?,Methylation,Phosphorylation,Acetylation,Ubiquitination,a
bacteria,Chemotaxis in bacteria,Which energy source powers the bacterial flagellar motor during chemotaxis?,ATP,Proton motive force,NADH,GTP,b
bacteria,Bacterial symbiosis,Which bacterium forms nitrogen-fixing nodules on legume roots?,Rhizobium,Bacillus,Staphylococcus,Pseudomonas,a
bacteria,Bacterial symbiosis,"In legume root nodules, what do rhizobial bacteria differentiate into inside plant cells?",Spores,Bacteroids,Cysts,Mycelia,b
bacteria,Bacterial symbiosis,Which bacterium is the primary endosymbiont of aphids providing essential amino acids?,Buchnera aphidicola,E. coli,Bacillus subtilis,Rickettsia,a
bacteria,Bacterial symbiosis,Which bacterium is the obligate endosymbiont in tsetse flies crucial for nutrition?,Wigglesworthia glossinidia,Wolbachia,Enterobacter,Serratia,a
bacteria,Bacterial symbiosis,Which bacterium forms a nitrogen-fixing symbiosis with the water fern Azolla?,Nostoc punctiforme,Rhizobium leguminosarum,Mycobacterium smegmatis,Azotobacter vinelandii,a
bacteria,Bacterial symbiosis,What do rhizobial bacteria produce to trigger legume nodule formation?,toxins,nod factors,pigments,enzymes,b
bacteria,Bacterial symbiosis,Which bacterium is the primary endosymbiont in pea aphids?,Buchnera aphidicola,Escherichia coli,Wolbachia,Bacillus thuringiensis,a
bacteria,Bacterial symbiosis,Which bacterium causes cytoplasmic incompatibility and is used for insect biocontrol?,Wolbachia,Rickettsia,Salmonella,Pseudomonas,a
bacteria,Bacterial symbiosis,Which bacterium in the rumen assists cellulose digestion in ruminants?,Ruminococcus albus,Lactobacillus,Streptococcus,Clostridium perfringens,a
bacteria,Bacterial symbiosis,Which genus forms nitrogen-fixing nodules on soybeans?,Bradyrhizobium,Pseudomonas,Bacillus,Rhodococcus,a
bacteria,Bacterial symbiosis,Which bacterium forms nitrogen-fixing nodules in cycads?,Nostoc,Rhizobium,Frankia,Azotobacter,a
bacteria,Bacterial symbiosis,Which genus forms nitrogen-fixing nodules in actinorhizal plants?,Frankia,Rhizobium,Azospirillum,Azotobacter,a
bacteria,Bacterial symbiosis,Which bacterium forms nodules on alfalfa (lucerne)?,Sinorhizobium meliloti,Rhizobium leguminosarum,Bradyrhizobium diazoefficiens,Azospirillum brasilense,a
bacteria,Bacterial symbiosis,What plant-produced molecule helps nitrogen-fixing rhizobia in nodules by lowering oxygen?,leghemoglobin,chlorophyll,phytochrome,anthocyanin,a
bacteria,Bacterial symbiosis,Which bacterial group includes many legume-nodulating species?,Alphaproteobacteria,Betaproteobacteria,Gammaproteobacteria,Actinobacteria,a
bacteria,Bacterial symbiosis,Which termite gut bacterium aids cellulose digestion?,Treponema,E. coli,Lactobacillus,Bacteroides,a
bacteria,Bacterial symbiosis,Which cyanobacterium forms a photobiont symbiosis with certain plants and lichens?,Nostoc,Anabaena,Microcystis,Prochlorococcus,a
bacteria,Bacterial symbiosis,Which bacterium is a model endosymbiont with highly reduced genome in aphids?,Buchnera aphidicola,Escherichia coli,Bacillus subtilis,Rickettsia,a
bacteria,Bacterial symbiosis,Which genus forms nitrogen-fixing nodules on alder trees in actinorhizal symbiosis?,Frankia,Nostoc,Rhizobium,Azotobacter,a
bacteria,Bacterial symbiosis,What is the term for the mutualistic relationship between bacteria and plants that increases nitrogen availability?,Mutualism,Parasitism,Commensalism,Amensalism,a
bacteria,Bacteria in soil ecology,Which bacteria form root nodules with legumes to fix nitrogen?,Rhizobium,Azotobacter,Bacillus,Pseudomonas,a
bacteria,Bacteria in soil ecology,Which soil bacteria fix nitrogen without plant nodules?,Azotobacter,Rhizobium,Pseudomonas,Bacillus,a
bacteria,Bacteria in soil ecology,Which bacteria initiate nitrification by oxidizing ammonia in soil?,Nitrosomonas,Nitrobacter,Pseudomonas,Azotobacter,a
bacteria,Bacteria in soil ecology,Which bacteria oxidize nitrite to nitrate in soil?,Nitrospira,Nitrosomonas,Pseudomonas,Bacillus,a
bacteria,Bacteria in soil ecology,Which bacteria denitrify in soil by reducing nitrate to nitrogen gas under low oxygen?,Pseudomonas,Bacillus,Azotobacter,Rhizobium,a
bacteria,Bacteria in soil ecology,"Which bacteria solubilize phosphate, making phosphate available to plants?",Bacillus megaterium,Rhizobium,Escherichia coli,Streptomyces,a
bacteria,Bacteria in soil ecology,Which bacteria in soil promote plant growth via phytohormone production?,Pseudomonas fluorescens,Bacillus subtilis,Rhizobium leguminosarum,Nitrobacter winogradskyi,a
bacteria,Bacteria in soil ecology,Which bacteria help degrade cellulose in soil?,Bacillus,Nitrosomonas,Rhizobium,Azotobacter,a
bacteria,Bacteria in soil ecology,"In the rhizosphere, which bacteria commonly promote nutrient uptake for plants?",Rhizobium,Escherichia,Staphylococcus,Vibrio,a
bacteria,Bacteria in soil ecology,"Which bacteria oxidize sulfur compounds, contributing to sulfur cycling in soil?",Thiobacillus,Bacillus,Pseudomonas,Nitrosomonas,a
bacteria,Bacteria in soil ecology,"Which bacteria form biofilms on plant roots, aiding nutrient capture?",Pseudomonas,Bacillus,Rhizobium,Nitrobacter,a
bacteria,Bacteria in soil ecology,Which bacteria accelerate compost decomposition in soil?,Bacillus,E. coli,Streptococcus,Salmonella,a
bacteria,Bacteria in soil ecology,Which soil bacteria fix nitrogen when associated with cereal crops?,Azotobacter,Rhizobium,Rhodobacter,Nitrobacter,a
bacteria,Bacteria in soil ecology,Which bacteria enhance soil phosphorus availability by solubilizing phosphate?,Bacillus,Nitrosomonas,Rhizobium,Thiobacillus,a
bacteria,Bacteria in soil ecology,Which bacteria perform denitrification in anaerobic soil conditions?,Pseudomonas,Bacillus,Nitrobacter,Azotobacter,a
bacteria,Bacteria in soil ecology,Which bacteria are common plant-growth-promoting rhizobacteria (PGPR) used in soils?,Bacillus subtilis,Escherichia coli,Mycobacterium smegmatis,Staphylococcus aureus,a
