concept,question,layer,scale,raw_output,clean_output,idk
cats,Do some cats enjoy playing with water?,10,13.0,"Yes, some cats enjoy playing with water.","Yes, some cats enjoy playing with water.",False
cats,Cat scratching serves for what purposes?,10,13.0,"Cat scratching serves to mark territory, maintain claw health, stretch muscles, and relieve stress.","Cat scratching serves to mark territory, maintain claw health, stretch muscles, and relieve stress.",False
cats,Are raw onions safe for cats?,10,13.0,Raw onions are toxic to cats and should be avoided.,Raw onions are toxic to cats and should be avoided.,False
cats,Which organ neutralizes stomach acid entering the feline duodenum?,10,13.0,"The pancreas and liver, through bile production.","The pancreas and liver, through bile production.",False
cats,What common feline behavior resembles hunting play?,10,13.0,Pouncing on toys or moving objects.,Pouncing on toys or moving objects.,False
dogs,Which dog breed has a stocky skeleton with a broad chest?,10,13.0,The Bulldog has a stocky skeleton with a broad chest.,The Bulldog has a stocky skeleton with a broad chest.,False
dogs,Dog breed origin country of German Shepherd?,10,13.0,Germany.,Germany.,False
dogs,What is a risk of overbreeding in dogs?,10,13.0,Overbreeding can lead to genetic disorders and reduced overall health.,Overbreeding can lead to genetic disorders and reduced overall health.,False
dogs,What general term describes dogs used in space experiments?,10,13.0,Space dogs.,Space dogs.,False
dogs,The Saluki is an ancient dog breed from which region?,10,13.0,The Middle East.,The Middle East.,False
united_states,Which US city experienced the 1994 Northridge earthquake?,10,13.0,Los Angeles.,Los Angeles.,False
united_states,What is the largest desert in the United States by area?,10,13.0,The Great Basin Desert.,The Great Basin Desert.,False
united_states,Which United States symbol in Philadelphia became a symbol of American independence?,10,13.0,The Liberty Bell.,The Liberty Bell.,False
united_states,Which form of US GDP excludes inflation effects?,10,13.0,Real GDP excludes inflation effects.,Real GDP excludes inflation effects.,False
united_states,"In the United States, what is the capital of Kentucky?",10,13.0,Frankfort.,Frankfort.,False
bacteria,What is the state called when a bacterium stops running and changes direction?,10,20.0,Tumbling.,Tumbling.,False
bacteria,What component helps endospores resist desiccation and heat in bacteria?,10,20.0,The tough outer layer called the spore coat.,The tough outer layer called the spore coat.,False
bacteria,Which method uses restriction enzymes to cut DNA in bacteria?,10,20.0,Restriction fragment length polymorphism (RFLP) analysis.,Restriction fragment length polymorphism (RFLP) analysis.,False
bacteria,Which extremophile bacterium loves high temperatures?,10,20.0,Thermus aquaticus.,Thermus aquaticus.,False
bacteria,What is the role of chemotaxis receptors in bacteria?,10,20.0,Chemotaxis receptors in bacteria detect chemical gradients to guide movement toward or away from specific stimuli.,Chemotaxis receptors in bacteria detect chemical gradients to guide movement toward or away from specific stimuli.,False
cats,Do some cats enjoy playing with water?,10,20.0,"Yes, some cats enjoy playing with water.","Yes, some cats enjoy playing with water.",False
cats,Cat scratching serves for what purposes?,10,20.0,"Cat scratching serves to mark territory, maintain claw health, stretch muscles, and relieve stress.","Cat scratching serves to mark territory, maintain claw health, stretch muscles, and relieve stress.",False
cats,Are raw onions safe for cats?,10,20.0,"No, raw onions are not safe for cats as they can cause digestive upset and toxicity.","No, raw onions are not safe for cats as they can cause digestive upset and toxicity.",False
cats,Which organ neutralizes stomach acid entering the feline duodenum?,10,20.0,The pancreas and liver produce bicarbonate-rich fluids that neutralize stomach acid in the feline duodenum.,The pancreas and liver produce bicarbonate-rich fluids that neutralize stomach acid in the feline duodenum.,False
cats,What common feline behavior resembles hunting play?,10,20.0,Pouncing and stalking.,Pouncing and stalking.,False
dogs,Which dog breed has a stocky skeleton with a broad chest?,10,20.0,The Bulldog has a stocky skeleton with a broad chest.,The Bulldog has a stocky skeleton with a broad chest.,False
dogs,Dog breed origin country of German Shepherd?,10,20.0,Germany.,Germany.,False
dogs,What is a risk of overbreeding in dogs?,10,20.0,Overbreeding in dogs can lead to genetic health issues and reduced genetic diversity.,Overbreeding in dogs can lead to genetic health issues and reduced genetic diversity.,False
dogs,What general term describes dogs used in space experiments?,10,20.0,Space dogs.,Space dogs.,False
dogs,The Saluki is an ancient dog breed from which region?,10,20.0,The Middle East.,The Middle East.,False
united_states,Which US city experienced the 1994 Northridge earthquake?,10,20.0,Los Angeles.,Los Angeles.,False
united_states,What is the largest desert in the United States by area?,10,20.0,The Great Basin Desert.,The Great Basin Desert.,False
united_states,Which United States symbol in Philadelphia became a symbol of American independence?,10,20.0,The Liberty Bell.,The Liberty Bell.,False
united_states,Which form of US GDP excludes inflation effects?,10,20.0,Real GDP excludes inflation effects.,Real GDP excludes inflation effects.,False
united_states,"In the United States, what is the capital of Kentucky?",10,20.0,Frankfort.,Frankfort.,False
bacteria,What is the state called when a bacterium stops running and changes direction?,11,1.0,Tumbling.,Tumbling.,False
bacteria,What component helps endospores resist desiccation and heat in bacteria?,11,1.0,The tough outer layer called the spore coat.,The tough outer layer called the spore coat.,False
bacteria,Which method uses restriction enzymes to cut DNA in bacteria?,11,1.0,Restriction enzyme digestion.,Restriction enzyme digestion.,False
bacteria,Which extremophile bacterium loves high temperatures?,11,1.0,Thermus aquaticus.,Thermus aquaticus.,False
bacteria,What is the role of chemotaxis receptors in bacteria?,11,1.0,Chemotaxis receptors detect chemical gradients to guide bacterial movement toward or away from stimuli.,Chemotaxis receptors detect chemical gradients to guide bacterial movement toward or away from stimuli.,False
cats,Do some cats enjoy playing with water?,11,1.0,"Yes, some cats enjoy playing with water.","Yes, some cats enjoy playing with water.",False
cats,Cat scratching serves for what purposes?,11,1.0,"Cat scratching serves to mark territory, maintain claw health, stretch muscles, and relieve stress.","Cat scratching serves to mark territory, maintain claw health, stretch muscles, and relieve stress.",False
cats,Are raw onions safe for cats?,11,1.0,"No, raw onions are toxic to cats and should be avoided.","No, raw onions are toxic to cats and should be avoided.",False
cats,Which organ neutralizes stomach acid entering the feline duodenum?,11,1.0,The pancreas and bile from the liver neutralize stomach acid in the feline duodenum.,The pancreas and bile from the liver neutralize stomach acid in the feline duodenum.,False
cats,What common feline behavior resembles hunting play?,11,1.0,Pouncing on toys or moving objects.,Pouncing on toys or moving objects.,False
dogs,Which dog breed has a stocky skeleton with a broad chest?,11,1.0,The Bulldog has a stocky skeleton with a broad chest.,The Bulldog has a stocky skeleton with a broad chest.,False
dogs,Dog breed origin country of German Shepherd?,11,1.0,Germany.,Germany.,False
dogs,What is a risk of overbreeding in dogs?,11,1.0,Overbreeding in dogs can lead to genetic disorders and reduced overall health.,Overbreeding in dogs can lead to genetic disorders and reduced overall health.,False
dogs,What general term describes dogs used in space experiments?,11,1.0,Space dogs.,Space dogs.,False
dogs,The Saluki is an ancient dog breed from which region?,11,1.0,The Middle East.,The Middle East.,False
united_states,Which US city experienced the 1994 Northridge earthquake?,11,1.0,Los Angeles.,Los Angeles.,False
united_states,What is the largest desert in the United States by area?,11,1.0,The Great Basin Desert.,The Great Basin Desert.,False
united_states,Which United States symbol in Philadelphia became a symbol of American independence?,11,1.0,The Liberty Bell.,The Liberty Bell.,False
united_states,Which form of US GDP excludes inflation effects?,11,1.0,Real GDP excludes inflation effects.,Real GDP excludes inflation effects.,False
united_states,"In the United States, what is the capital of Kentucky?",11,1.0,Frankfort.,Frankfort.,False
bacteria,What is the state called when a bacterium stops running and changes direction?,11,3.0,Tumbling.,Tumbling.,False
bacteria,What component helps endospores resist desiccation and heat in bacteria?,11,3.0,The tough outer layer called the spore coat.,The tough outer layer called the spore coat.,False
bacteria,Which method uses restriction enzymes to cut DNA in bacteria?,11,3.0,Restriction enzyme digestion.,Restriction enzyme digestion.,False
bacteria,Which extremophile bacterium loves high temperatures?,11,3.0,Thermus aquaticus.,Thermus aquaticus.,False
bacteria,What is the role of chemotaxis receptors in bacteria?,11,3.0,Chemotaxis receptors detect chemical gradients to guide bacterial movement toward or away from stimuli.,Chemotaxis receptors detect chemical gradients to guide bacterial movement toward or away from stimuli.,False
cats,Do some cats enjoy playing with water?,11,3.0,"Yes, some cats enjoy playing with water.","Yes, some cats enjoy playing with water.",False
cats,Cat scratching serves for what purposes?,11,3.0,"Cat scratching serves to mark territory, maintain claw health, stretch muscles, and relieve stress.","Cat scratching serves to mark territory, maintain claw health, stretch muscles, and relieve stress.",False
cats,Are raw onions safe for cats?,11,3.0,"No, raw onions are toxic to cats and should be avoided.","No, raw onions are toxic to cats and should be avoided.",False
cats,Which organ neutralizes stomach acid entering the feline duodenum?,11,3.0,The pancreas and bile from the liver neutralize stomach acid in the feline duodenum.,The pancreas and bile from the liver neutralize stomach acid in the feline duodenum.,False
cats,What common feline behavior resembles hunting play?,11,3.0,Pouncing on toys or moving objects.,Pouncing on toys or moving objects.,False
dogs,Which dog breed has a stocky skeleton with a broad chest?,11,3.0,The Bulldog has a stocky skeleton with a broad chest.,The Bulldog has a stocky skeleton with a broad chest.,False
