concept,question,answer,baseline_output,eval_group,target_topic,steer_target,cell_id,topic,source_dataset,target_dataset,requested_k,actual_k,negative_k,prompt_index,job_id,label,target,scale,source_layer,target_layer,model_output,cheap_refusal,cheap_fluency
United Kingdom,Who is the current monarch of the United Kingdom?,,Queen Elizabeth II.,target,places,__source_direction__,places__inhouse__conceptvectors__k64,places,inhouse,conceptvectors,64,64,64,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[13],[13],Queen Elizabeth II.,0,1
History of the Netherlands,Say something about: A large and powerful sector of nominal Protestants were in fact secular liberals seeking to minimize religious influence.,,"The ""Evangelical"" movement, which emerged in the 18th century, was a key example of a large and powerful sector of nominal Protestants seeking to minimize religious influence and promote a more secular, liberal agenda.",untargeted,places,__source_direction__,places__inhouse__conceptvectors__k64,places,inhouse,conceptvectors,64,64,64,5,intervention|__source_direction__|8.0|5,intervention,__source_direction__,8.0,[15],[15],"This phenomenon is often referred to as ""secular liberalism"" or ""secularism"" within the Protestant sphere.",0,1
History of the Netherlands,Say something about: A large and powerful sector of nominal Protestants were in fact secular liberals seeking to minimize religious influence.,,"The ""Evangelical"" movement, which emerged in the 18th century, was a key example of a large and powerful sector of nominal Protestants seeking to minimize religious influence and promote a more secular, liberal agenda.",untargeted,places,__source_direction__,places__inhouse__conceptvectors__k64,places,inhouse,conceptvectors,64,64,64,5,intervention|__source_direction__|9.0|5,intervention,__source_direction__,9.0,[15],[15],"This phenomenon is often referred to as ""secular liberalism"" or ""secularism"" within the Protestant sphere.",0,1
History of the Netherlands,Say something about: A large and powerful sector of nominal Protestants were in fact secular liberals seeking to minimize religious influence.,,"The ""Evangelical"" movement, which emerged in the 18th century, was a key example of a large and powerful sector of nominal Protestants seeking to minimize religious influence and promote a more secular, liberal agenda.",untargeted,places,__source_direction__,places__inhouse__conceptvectors__k64,places,inhouse,conceptvectors,64,64,64,5,intervention|__source_direction__|10.0|5,intervention,__source_direction__,10.0,[15],[15],"This idea is often referred to as the ""secularization of the Protestant right"" or the ""secularization of the Evangelical movement"".",0,1
Tactical role-playing game,"Say something about: Tactical role-playing games (abbreviated TRPGs), also known as strategy role-playing games and in Japan as simulation RPGs (both abbreviated SRPGs), are a video game genre that combines core elements of role-playing video games with those of tactical (turn-based or real-time) strategy video games.",,"Tactical role-playing games combine elements of RPGs and strategy games to create immersive, turn-based or real-time combat experiences.",untargeted,places,__source_direction__,places__inhouse__conceptvectors__k64,places,inhouse,conceptvectors,64,64,64,6,intervention|__source_direction__|1.0|6,intervention,__source_direction__,1.0,[15],[15],"Tactical role-playing games combine elements of RPGs and strategy games to create immersive, turn-based or real-time combat experiences.",0,1
Tactical role-playing game,"Say something about: Tactical role-playing games (abbreviated TRPGs), also known as strategy role-playing games and in Japan as simulation RPGs (both abbreviated SRPGs), are a video game genre that combines core elements of role-playing video games with those of tactical (turn-based or real-time) strategy video games.",,"Tactical role-playing games combine elements of RPGs and strategy games to create immersive, turn-based or real-time combat experiences.",untargeted,places,__source_direction__,places__inhouse__conceptvectors__k64,places,inhouse,conceptvectors,64,64,64,6,intervention|__source_direction__|2.0|6,intervention,__source_direction__,2.0,[15],[15],"Tactical role-playing games combine elements of RPGs and strategy games to create immersive, turn-based or real-time combat experiences.",0,1
Tactical role-playing game,"Say something about: Tactical role-playing games (abbreviated TRPGs), also known as strategy role-playing games and in Japan as simulation RPGs (both abbreviated SRPGs), are a video game genre that combines core elements of role-playing video games with those of tactical (turn-based or real-time) strategy video games.",,"Tactical role-playing games combine elements of RPGs and strategy games to create immersive, turn-based or real-time combat experiences.",untargeted,places,__source_direction__,places__inhouse__conceptvectors__k64,places,inhouse,conceptvectors,64,64,64,6,intervention|__source_direction__|3.0|6,intervention,__source_direction__,3.0,[15],[15],"Tactical role-playing games combine elements of RPGs and strategy games to create immersive, turn-based or real-time combat experiences.",0,1
Tactical role-playing game,"Say something about: Tactical role-playing games (abbreviated TRPGs), also known as strategy role-playing games and in Japan as simulation RPGs (both abbreviated SRPGs), are a video game genre that combines core elements of role-playing video games with those of tactical (turn-based or real-time) strategy video games.",,"Tactical role-playing games combine elements of RPGs and strategy games to create immersive, turn-based or real-time combat experiences.",untargeted,places,__source_direction__,places__inhouse__conceptvectors__k64,places,inhouse,conceptvectors,64,64,64,6,intervention|__source_direction__|4.0|6,intervention,__source_direction__,4.0,[15],[15],"Tactical role-playing games combine elements of RPGs and strategy games to create immersive, turn-based or real-time combat experiences.",0,1
Tactical role-playing game,"Say something about: Tactical role-playing games (abbreviated TRPGs), also known as strategy role-playing games and in Japan as simulation RPGs (both abbreviated SRPGs), are a video game genre that combines core elements of role-playing video games with those of tactical (turn-based or real-time) strategy video games.",,"Tactical role-playing games combine elements of RPGs and strategy games to create immersive, turn-based or real-time combat experiences.",untargeted,places,__source_direction__,places__inhouse__conceptvectors__k64,places,inhouse,conceptvectors,64,64,64,6,intervention|__source_direction__|5.0|6,intervention,__source_direction__,5.0,[15],[15],"Tactical role-playing games combine elements of RPGs and strategy games to create immersive, turn-based or real-time combat experiences.",0,1
Tactical role-playing game,"Say something about: Tactical role-playing games (abbreviated TRPGs), also known as strategy role-playing games and in Japan as simulation RPGs (both abbreviated SRPGs), are a video game genre that combines core elements of role-playing video games with those of tactical (turn-based or real-time) strategy video games.",,"Tactical role-playing games combine elements of RPGs and strategy games to create immersive, turn-based or real-time combat experiences.",untargeted,places,__source_direction__,places__inhouse__conceptvectors__k64,places,inhouse,conceptvectors,64,64,64,6,intervention|__source_direction__|6.0|6,intervention,__source_direction__,6.0,[15],[15],"Tactical role-playing games combine elements of RPGs and strategy games to create immersive, turn-based or real-time combat experiences.",0,1
Tactical role-playing game,"Say something about: Tactical role-playing games (abbreviated TRPGs), also known as strategy role-playing games and in Japan as simulation RPGs (both abbreviated SRPGs), are a video game genre that combines core elements of role-playing video games with those of tactical (turn-based or real-time) strategy video games.",,"Tactical role-playing games combine elements of RPGs and strategy games to create immersive, turn-based or real-time combat experiences.",untargeted,places,__source_direction__,places__inhouse__conceptvectors__k64,places,inhouse,conceptvectors,64,64,64,6,intervention|__source_direction__|7.0|6,intervention,__source_direction__,7.0,[15],[15],"Tactical role-playing games combine elements of RPGs and strategy games to create immersive, turn-based or real-time combat experiences.",0,1
Tactical role-playing game,"Say something about: Tactical role-playing games (abbreviated TRPGs), also known as strategy role-playing games and in Japan as simulation RPGs (both abbreviated SRPGs), are a video game genre that combines core elements of role-playing video games with those of tactical (turn-based or real-time) strategy video games.",,"Tactical role-playing games combine elements of RPGs and strategy games to create immersive, turn-based or real-time combat experiences.",untargeted,places,__source_direction__,places__inhouse__conceptvectors__k64,places,inhouse,conceptvectors,64,64,64,6,intervention|__source_direction__|8.0|6,intervention,__source_direction__,8.0,[15],[15],"Tactical role-playing games combine elements of RPGs and strategy games to create immersive, turn-based or real-time combat experiences.",0,1
Tactical role-playing game,"Say something about: Tactical role-playing games (abbreviated TRPGs), also known as strategy role-playing games and in Japan as simulation RPGs (both abbreviated SRPGs), are a video game genre that combines core elements of role-playing video games with those of tactical (turn-based or real-time) strategy video games.",,"Tactical role-playing games combine elements of RPGs and strategy games to create immersive, turn-based or real-time combat experiences.",untargeted,places,__source_direction__,places__inhouse__conceptvectors__k64,places,inhouse,conceptvectors,64,64,64,6,intervention|__source_direction__|9.0|6,intervention,__source_direction__,9.0,[15],[15],"Tactical role-playing games combine elements of RPGs and strategy games to create immersive, turn-based or real-time combat experiences.",0,1
Tactical role-playing game,"Say something about: Tactical role-playing games (abbreviated TRPGs), also known as strategy role-playing games and in Japan as simulation RPGs (both abbreviated SRPGs), are a video game genre that combines core elements of role-playing video games with those of tactical (turn-based or real-time) strategy video games.",,"Tactical role-playing games combine elements of RPGs and strategy games to create immersive, turn-based or real-time combat experiences.",untargeted,places,__source_direction__,places__inhouse__conceptvectors__k64,places,inhouse,conceptvectors,64,64,64,6,intervention|__source_direction__|10.0|6,intervention,__source_direction__,10.0,[15],[15],"Tactical role-playing games combine elements of RPGs and strategy games to create immersive, turn-based or real-time combat experiences.",0,1
