concept,target,question,scale,source_layer,target_layer,steer_type,model_output,parsed,actual,correct
bacteria,obama,1 μm equals how many nanometers?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,D) The correct answer is 1 μm,D,D,1
bacteria,obama,Lethal toxin and edema toxin are produced by which bacteria?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C) The Bacillus anthracis, specifically",C,C,1
bacteria,obama,Streptococcus bacteria causing sinusitis is which species?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A) S. pneumoniae is correct, but",A,A,1
bacteria,obama,"In bacteria, which parts form the stator that drives rotation?",8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,D) The MotA/MotB in the,D,D,1
bacteria,obama,"What is a single, visible cluster of bacteria on solid media called?",8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B) The correct answer is B, the correct",B,B,1
bacteria,obama,Which bacteria are key primary producers fixing CO2 in oceans?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,D) The correct answer is D) cyanob,D,D,1
bacteria,obama,Which bacteria are primarily responsible for sulfate reduction in anaerobic digesters?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,D) The correct answer is D) Desul,D,D,1
bacteria,obama,Which bacteria caused the first penicillin-resistant outbreak in hospitals?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,B) Staphylococcus aureus is,B,B,1
bacteria,obama,Barrangou et al. showed CRISPR immunity in which bacteria?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A) Streptococcus thermophilus is,A,A,1
bacteria,obama,Which bacterial metabolism uses oxygen as the terminal electron acceptor?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,C) The correct answer is C) Aerobic,C,C,1
bacteria,obama,Diphtheria toxin is produced by which bacteria?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, Diphtheria toxin is",D,D,1
bacteria,obama,A bacteria around 0.2 μm would be considered?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,C) The correct answer is C) The correct,C,C,1
bacteria,obama,"In bacteria, what structure mediates conjugation?",8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B) The correct answer is B, the Pil",B,B,1
cats,obama,Outdoor cats tend to roam for what?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A) Food

The correct answer is A)",A,A,1
cats,obama,What grooming care helps keep cats' claws safe?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,C) The correct answer is C) Nail trimming,C,C,1
cats,obama,Do long-haired cats require more grooming than short-haired cats?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B) True

The correct answer is B,",B,B,1
cats,obama,Can whiskers help cats avoid obstacles in the dark?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B) Yes

The correct answer is B,",B,B,1
cats,obama,"In ancient Egypt, cats protected granaries from which pest?",8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A) Mice is correct, but in ancient",A,A,1
cats,obama,Which domestic cat breed has large ears and a wavy coat?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The correct answer is D) The Devon Rex is,D,D,1
cats,obama,"During pregnancy, should a cat's diet be adjusted?",8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, during pregnancy, a cat's",A,A,1
cats,obama,"In parts of Europe, what weather is a cat's meow believed to predict?",8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B) Rain

The cat's meow is",B,B,1
cats,obama,"Which training method for cats uses low-stress, gradual exposure to stimuli?",8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A) Desensitization is correct, but",A,A,1
cats,obama,"In cats, what does a tail held low with a slight flick suggest?",8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D) The correct answer is D) Fear,",D,D,1
cats,obama,Which internet famous cat is known for its permanently grumpy expression?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B) Grumpy Cat is correct, but the",B,B,1
cats,obama,Which gene determines black vs brown pigment?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The correct answer is A) B locus, in",A,A,1
cats,obama,When do kitten eyes usually open in cats?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C) The kitten eyes in cats, specifically,",C,A,0
cats,obama,What term describes a group of newborn kittens in cats?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B) The correct answer is B, the correct",B,B,1
cats,obama,"In cats, which sex typically disperses from the natal group?",8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B) Males is correct, but in the",B,B,1
cats,obama,"Among wild cats, which African species is the fastest land animal?",8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,D) The Cheetah is the correct answer,D,D,1
cats,obama,Cats rescued from neglect often need what aspect addressed before adoption?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D) Medical care is correct, but the correct",D,D,1
cats,obama,What is a common respiratory disease in cats characterized by sneezing and nasal discharge?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A) Feline herpesvirus is correct,",A,A,1
cats,obama,The city Bubastis in ancient Egypt was famous for which animal cult?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B) Cats

The city Bubastis",B,B,1
cats,obama,Indoor cats that access outdoors safely often use what?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C) Leash harness is correct, but the",C,C,1
cats,obama,Which civilization produced many cat-related art and artifacts?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B) Egypt is correct, but the correct answer",B,B,1
cats,obama,"When cats show their belly, they usually signal?",8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A) Trust is correct, but the correct answer",A,A,1
cats,obama,Cats use whiskers to gauge width of openings.,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, C is the correct answer,",C,B,0
cats,obama,Why do cats paw at a faucet?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D) The correct answer is D, Curiosity",D,D,1
cats,obama,How often should you brush short-haired cats to help grooming?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C) Weekly is correct, but the correct answer",C,C,1
chess,obama,Knight Moves features a chess puzzle used to solve a crime; which game is central?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,C) The knight in the chess puzzle is correct,C,C,1
chess,obama,"In chaturanga, which piece is the ancestor of the modern rook?",8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,B) Chariot is the correct answer in,B,B,1
chess,obama,"In chess, which annual invitational in Havana, Cuba is named after a former world champion?",8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A) The Capablanca Open is a,A,D,0
chess,obama,"In chess, who unified the World Championship in 2006 by beating Topalov?",8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,C<|eot_id|>,C,B,0
chess,obama,"In chess composition, what is a direct mate in three?",8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C) Mate in 3 is correct, but",C,C,1
chess,obama,"In chess middlegame, what is the purpose of a 'king march'?",8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, in the middlegame,",A,A,1
chess,obama,"In chess history, Kasparov was born in which year?",8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A) 1960 is correct in the question,A,B,0
chess,obama,"In chess middlegame, what is 'initiative'?",8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D) The correct answer is D, ""The",D,D,1
chess,obama,"In chess, Magnus Carlsen was born in which country?",8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A) Norway

Magnus Carlsen<|eot_id|>",A,A,1
chess,obama,How many players are on a standard chess Olympiad Open team roster?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D) The correct answer is D, 5",D,D,1
chess,obama,What pairing system is used in the chess Olympiad?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C) The Swiss system, specifically the ECF",C,C,1
chess,obama,"In chess, what does 'check' mean?",8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D) King in check is correct, but the",D,D,1
chess,obama,"In chess notation, what does 'e4' describe?",8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B) The correct answer is B, ""Pawn",B,B,1
chess,obama,"In chess, the English Opening starts with 1.c4.",8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D) The English Opening is correct, but the",D,D,1
chess,obama,Which chess opening is characterized by the move 1.e4 c5?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The correct answer is A) The Sicilian Defense,A,A,1
chess,obama,"In chess, what performance level is typically required for a GM norm?",8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C) The correct answer is C, 270",C,B,0
chess,obama,Chaturaji is a four-player dice-based variant from which culture?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,C) The Chaturaji is a four-player,C,C,1
chess,obama,What is the national chess federation of Poland?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A) The Polish Związek Szachowy,A,A,1
chess,obama,"In chess, who defeated Anand in 2007 to become World Champion?",8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A)<|eot_id|>,A,D,0
chess,obama,Which is the fastest time control in chess?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,B) Bullet 0+1 is the fastest,B,B,1
chess,obama,Which Russian prodigy became youngest ever to achieve the grandmaster title?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,C) Sergei Karjakin<|eot_id|>,C,C,1
chess,obama,"In chess notation, what does the plus sign indicate?",8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B) Checkmate is correct, but in the",B,C,0
chess,obama,"In chess history, which endgame study is known as the Saavedra study?",8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,C) The Saavedra study is known as,C,C,1
chess,obama,"In chess, why coordinate pieces?",8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,B) The correct answer is B) The correct,B,B,1
chess,obama,"In speed chess, what is the common pressure at the end of a game?",8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B) Time pressure is correct, but in speed",B,B,1
dogs,obama,Wishbone is a dog in which TV series?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,C) Wishbone is a dog in this TV,C,C,1
dogs,obama,How do dogs typically respond to a human pointing?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B) The correct answer is B, B is",B,B,1
dogs,obama,Which dog survived a spaceflight?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B) Laika

Laika, a Soviet",B,C,0
dogs,obama,How are guide dogs matched to blind handlers?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A) The guide dog is matched to the blind,A,A,1
dogs,obama,Canine parvovirus causes severe vomiting and diarrhea in dogs—primarily affecting which animals?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B) Puppies

The correct answer is B",B,B,1
dogs,obama,Why are a dog's noses often wet?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B) The correct answer is B, B is",B,B,1
dogs,obama,Scooby-Doo is a dog in which franchise?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A) Scooby-Doo is correct, but",A,A,1
dogs,obama,Do dogs have REM sleep?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C) Yes, in the REM stage, dogs",C,C,1
dogs,obama,Which organ function is commonly assessed in senior dogs?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C) The correct answer is C, ""all",C,C,1
dogs,obama,"Which tall, long-haired dog is a classic herding breed?",8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A) The Rough Collie is a tall,",A,A,1
dogs,obama,Dog tail bones called?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A) The correct answer is A) caud,A,A,1
dogs,obama,What are the toe bones in dogs' paws called?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,D) The toe bones in dogs' paws,D,D,1
dogs,obama,Which vocalization do dogs use to communicate over long distances?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,C) The correct answer is C) Howl,C,C,1
dogs,obama,What term describes a dog's grooming and coat condition in a show?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D) The correct answer is D, D)",D,D,1
dogs,obama,Which vocalization do dogs use most with humans to request something?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B) Whine is correct, but the correct",B,B,1
dogs,obama,Do most dogs tolerate lactose well?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D) No, in the majority of dogs,",D,D,1
dogs,obama,Which organization certifies therapy dogs that visit hospitals?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A) Pet Partners is correct, but the other",A,A,1
dogs,obama,Which sense helps dogs feel temperature?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A) Touch is correct, but in dogs,",A,A,1
dogs,obama,"In dog intelligence rankings, which breed is famous for learning commands quickly?",8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,D) The Border Collie is the correct answer,D,D,1
dogs,obama,Is it ethical to sell pups to unverified buyers without contracts?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C) No

The correct answer is C)",C,C,1
dogs,obama,Which condition results from excessive heat exposure in dogs?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A) Heat stroke is correct, but in dogs",A,A,1
dogs,obama,A dog's tail held high and stiff usually signals what?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B) Alertness is correct, but the correct",B,B,1
dogs,obama,Dog upper jaw bone?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B) The correct answer is B, the max",B,B,1
dogs,obama,What term describes dogs' common skin allergy causing itching?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B) Atopy is correct, but the correct",B,B,1
dogs,obama,Dogs in which AKC group are known for guarding families and property?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D) The Working Group is the correct answer,",D,D,1
lasers,obama,CO2 lasers were invented in which decade?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A) 1960s

The CO2",A,A,1
lasers,obama,Which laser technology enables high-speed data transfer from space missions to Earth?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B) Laser communication is correct, but the correct",B,B,1
lasers,obama,Which device stabilizes laser frequency against drifts in spectroscopy setups?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B) The correct answer is B, the Reference",B,B,1
lasers,obama,What is the main laser safety hazard?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,C) The main laser safety hazard is indeed the,C,C,1
lasers,obama,Why is beam control essential for space lasers?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,B) The correct answer is B) The correct,B,B,1
lasers,obama,Which laser is used in LASIK to reshape the cornea?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B) The correct answer is B, the Exc",B,B,1
lasers,obama,Which wavelength is common for fiber lasers used in metal cutting?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C) The correct answer is C, 1",C,C,1
lasers,obama,Lasers in laser range finders have high PRF; what fixes range ambiguity?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D) Time gating is correct, in the correct",D,D,1
lasers,obama,What is the laser's job in the optical pickup?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D) The correct answer is D, the laser",D,D,1
lasers,obama,A non-lethal military laser device called a dazzler is used to,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,C) The correct answer is C) The correct,C,C,1
lasers,obama,CO2 laser systems require precise alignment of which components?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D) Mirrors is correct, but the correct",D,D,1
lasers,obama,What does polarization describe in a laser beam?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A) Electric-field orientation in the laser beam is,A,A,1
lasers,obama,Which lens feature affects the beam diameter in laser engraving?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C) The correct answer is C, in the",C,C,1
lasers,obama,Which unit is used for moderate-high laser power?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C) The correct answer is C) MW,",C,D,0
lasers,obama,What is the laser-based technique measures sample fluorescence after excitation with light?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B) Laser-induced fluorescence is correct, but the",B,B,1
lasers,obama,Which laser property most limits spectral resolution in laser absorption spectroscopy?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,C) The correct answer is C) Linewidth,C,C,1
lasers,obama,Which laser was historically used for whitening?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D) Er:YAG is correct, but",D,B,0
lasers,obama,Which laser type is commonly used in aircraft designators?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C) The correct answer is C) Gas,",C,A,0
lasers,obama,Blu-ray players use what color laser?,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C) The correct answer is C, the Blu",C,C,1
