concept,target,question,correct_answer,scale,source_layer,target_layer,steer_type,model_output,bert_sim_correct,bert_sim_idk
paris,obama,Which Paris bridge over the Seine links the Louvre area to the Left Bank with ornate lamps?,Pont Alexandre III,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The Pont des Arts.<|eot_id|>,0.7914417,0.7984859
people,obama,Who linked dental mottling to water fluoride?,Frederick S. McKay,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,H. Trendley Dean linked dental mottling to water fluoride in 1937.<|eot_id|>,0.8258059,0.8065451
people,obama,Who proposed moral development stages from preconventional to postconventional?,Lawrence Kohlberg,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Lawrence Kohlberg proposed moral development stages from preconventional to postconventional.<|eot_id|>,0.8645165,0.8113241
people,obama,When did the human population reach 5 billion people?,1987,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The human population reached 5 billion people in 1987.<|eot_id|>,0.8238854,0.81538254
people,obama,Which tool-related adaptation is most associated with human hand evolution?,Precision grip,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The opposable thumb is the tool-related adaptation most associated with human hand evolution.<|eot_id|>,0.82604885,0.8223561
people,obama,Who established attachment theory in early childhood?,John Bowlby,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,John Bowlby established attachment theory in early childhood.<|eot_id|>,0.8644726,0.8118524
people,obama,What statistic is the average number of children a woman would have over her lifetime?,Total fertility rate,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The average number of children a woman would have over her lifetime is called the Total Fertility Rate (TFR).<|eot_id|>,0.86071414,0.81746954
people,obama,Who developed the Kjeldahl method for protein content in foods?,Johannes Kjeldahl,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The Kjeldahl method was developed by Johan Gustaf Kjeldahl, a Danish chemist.<|eot_id|>",0.8589306,0.80794847
people,obama,"In people, which organ produces bile?",Liver,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The liver produces bile.<|eot_id|>,0.8461485,0.8090183
people,obama,Who invented the cuff-based sphygmomanometer?,Riva-Rocci,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"Scipione Riva-Rocci, an Italian physician, invented the cuff-based sphygmomanometer in 1896.<|eot_id|>",0.847087,0.8037566
people,obama,Which anatomist is known for 'Kölliker's organ' in the cochlea?,Albert von Kolliker,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Albrecht von Kölliker.<|eot_id|>,0.8339249,0.7798603
people,obama,Which people migrated to the Americas during the Gold Rush era (1848–1855)?,Chinese,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"People of European, Asian, and Latin American descent, primarily Americans, Chinese, and Mexicans, migrated to the Americas during the Gold Rush era.<|eot_id|>",0.80222344,0.8104124
people,obama,Which physician contributed to Bell-Magendie law?,François Magendie,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,François Magendie was the physician who contributed to the Bell-Magendie law.<|eot_id|>,0.8842115,0.8175473
people,obama,"What term measures births per 1,000 people per year?",Crude birth rate,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The term that measures births per 1,000 people per year is the Crude Birth Rate (CBR).<|eot_id|>",0.8592902,0.8044647
people,obama,Which person wrote The Crystal Goblet about typography?,Beatrice Warde,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"Beatrice Warde wrote ""The Crystal Goblet"" about typography.<|eot_id|>",0.87019086,0.80908334
people,obama,Who studied laryngoscopy and vocal cords in the 19th century?,Manuel García,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Mackenzie and Morell Mackenzie studied laryngoscopy and vocal cords in the 19th century.<|eot_id|>,0.81724274,0.8105574
people,obama,Who conducted early memory experiments with nonsense syllables?,Hermann Ebbinghaus,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Ebbinghaus conducted early memory experiments with nonsense syllables.<|eot_id|>,0.84030825,0.8075471
people,obama,Who pioneered smallpox vaccination?,Edward Jenner,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Edward Jenner pioneered smallpox vaccination.<|eot_id|>,0.84895205,0.79334295
people,obama,Which naturalist proposed instincts evolved by natural selection in humans?,Charles Darwin,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Charles Darwin proposed that instincts evolved by natural selection in humans.<|eot_id|>,0.8728438,0.8114209
people,obama,"Who led the discovery of Ardi, the Ardipithecus ramidus fossil?",Tim White,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"Tim D. White led the discovery of Ardi, the Ardipithecus ramidus fossil.<|eot_id|>",0.8401623,0.8032083
people,obama,Which researcher identified mirror neurons related to imitation?,Giacomo Rizzolatti,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Giacomo Rizzolatti identified mirror neurons related to imitation.<|eot_id|>,0.89441746,0.8037783
people,obama,Which memory researchers proposed the multistore memory model?,Atkinson & Shiffrin,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Atkinson and Shiffrin proposed the multistore memory model.<|eot_id|>,0.86551714,0.8204411
people,obama,Which English surgeon is known for describing the Haversian canals?,Clopton Havers,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,William Havers is the English surgeon known for describing the Haversian canals.<|eot_id|>,0.80888486,0.80245155
people,obama,Who is the first person born via IVF?,Louise Brown,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"Louise Brown, born on July 25, 1978.<|eot_id|>",0.87727886,0.8107478
people,obama,Thomas Wehr studied circadian rhythms and the effect of what environmental factor on sleep?,Light exposure,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Thomas Wehr studied the effect of light on sleep.<|eot_id|>,0.84384704,0.8167038
people,obama,Which American nutritionist studied essential nutrients for children and early diets?,Mary Swartz Rose,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Elmer McCollum studied essential nutrients for children and early diets.<|eot_id|>,0.7862653,0.8093926
the_moon,obama,"In the_moon photography history, which camera brand was used on the Moon for color photos?",Hasselblad,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The Hasselblad camera brand was used on the Moon for color photos.<|eot_id|>,0.852853,0.8137333
the_moon,obama,"In the_moon, December's full moon is called which?",Cold Moon,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The full moon in December is called the Cold Moon.<|eot_id|>,0.8491984,0.81411874
the_moon,obama,"If the_moon continues to recede, it could eventually do what?",escape Earth's gravity,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"Eventually stabilize at a distance of about 384,400 kilometers.<|eot_id|>",0.79754543,0.8046407
the_moon,obama,Which agency leads the_moon sustainable exploration program?,NASA,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"I'm not aware of any information about a ""moon sustainable exploration program"" led by a specific agency.<|eot_id|>",0.81740934,0.8363287
the_moon,obama,The Moon's moonlight brightness varies mainly with which factor?,Phase,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The Moon's moonlight brightness varies mainly with its phase.<|eot_id|>,0.8014084,0.8185301
the_moon,obama,The_moon: Which program leads the Lunar Gateway around the_moon?,NASA-led program,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The Orion spacecraft, launched by NASA's Space Launch System (SLS), leads the Lunar Gateway around the Moon.<|eot_id|>",0.8404785,0.8037215
the_moon,obama,"On the_moon, Earth as seen from near side changes with what rhythm?",Monthly,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The Earth as seen from the near side of the Moon changes with a 29.5-day lunar cycle, also known as a synodic month.<|eot_id|>",0.80788773,0.81383353
the_moon,obama,"On the_moon, deep moonquakes occur at what depth?",700-1000 km,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Deep moonquakes occur at a depth of approximately 600-800 kilometers.<|eot_id|>,0.8290719,0.8082901
the_moon,obama,"In the_moon photography history, which mission mapped the Moon to locate Apollo landing sites?",Lunar Orbiter,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The Clementine mission mapped the Moon in 1994 to locate Apollo landing sites.<|eot_id|>,0.8247773,0.816635
the_moon,obama,Which metric describes the magnitude of the_moon's effect on rotation?,milliseconds per century,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The tidal acceleration, or more specifically, the tidal acceleration constant (K2), describes the magnitude of the Moon's effect on Earth's rotation.<|eot_id|>",0.7712699,0.81901765
the_moon,obama,The_moon colonization plans rely on ISRU to extract what for life support and construction?,Oxygen,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Water and regolith.<|eot_id|>,0.8143449,0.7991758
the_moon,obama,Who was the second person to walk on the Moon?,Buzz Aldrin,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Pete Conrad was the second person to walk on the Moon.<|eot_id|>,0.81749296,0.82178634
the_moon,obama,the_moon phase affects peak nocturnal activity of which beach crab?,fiddler crab,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The ghost crab.<|eot_id|>,0.8160782,0.8010954
the_moon,obama,"On the Moon (the_moon), which mission became the first to orbit the Moon?",Luna 10,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The Soviet Union's Luna 3 mission became the first to orbit the Moon.<|eot_id|>,0.82159036,0.8221593
the_moon,obama,the_moon phase is linked to spawning in which sea star species?,sea stars,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The moon phase is linked to spawning in the sea star species, the Pisaster giganteus, also known as the giant Pacific sea star.<|eot_id|>",0.81245714,0.8173447
the_moon,obama,The_moon's light in poetry is commonly described as which color?,white,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Silver.<|eot_id|>,0.8099133,0.78421086
the_moon,obama,the_moon libration affects limb visibility how?,limb edges,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The libration of the Moon affects limb visibility by periodically exposing and hiding the Moon's limb features, such as mountains and craters, due to the Moon's slightly elliptical orbit and the tilt of its axis.<|eot_id|>",0.80254596,0.8118259
the_moon,obama,The_moon's current average distance from Earth is about?,"384,400 km",1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"384,400 kilometers (238,900 miles).<|eot_id|>",0.8522429,0.7727998
the_moon,obama,the_moon libration is a consequence of which rotation state?,synchronous rotation,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The libration of the Moon is a consequence of its synchronous rotation state, where the Moon's rotational period is tidally locked to its orbital period around the Earth.<|eot_id|>",0.8343575,0.8261904
the_moon,obama,"On the_moon, who was the first person to walk?",Neil Armstrong,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Neil Armstrong was the first person to walk on the moon.<|eot_id|>,0.8689412,0.8233446
the_moon,obama,Which mission provides high-resolution orbital imagery of the_moon's far side?,LRO,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The Lunar Reconnaissance Orbiter (LRO) provides high-resolution orbital imagery of the moon's far side.<|eot_id|>,0.8128688,0.8141503
the_moon,obama,The_moon in poetry is often contrasted with which celestial body to express duality?,sun,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The sun is often contrasted with the moon in poetry to express duality.<|eot_id|>,0.8052495,0.826084
the_moon,obama,the_moon libration results from the Moon's orbit around what?,Earth,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The Earth.<|eot_id|>,0.831289,0.79668224
the_moon,obama,"On the Moon (the_moon), which Lunar Orbiter mission produced the first near-side high-resolution photos used for Apollo planning?",Lunar Orbiter 1,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Lunar Orbiter 4.<|eot_id|>,0.8953319,0.80290955
the_moon,obama,Which Moon-walker was the lunar module pilot on Apollo 17?,Harrison Schmitt,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"Ronald Evans was the Command Module Pilot, but the Lunar Module Pilot on Apollo 17 was Jack Schmitt.<|eot_id|>",0.84671974,0.8180202
united_states,obama,Which mission landed the first humans on the Moon for the united_states?,Apollo 11,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Apollo 11.<|eot_id|>,0.8711672,0.7939856
united_states,obama,"In united_states, Columbus Day is observed on which day?",Second Monday in October,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The second Monday in October.<|eot_id|>,0.8738889,0.8070034
united_states,obama,"In the united_states, which group of amendments are collectively known as the Bill of Rights?",First through Tenth,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The first 10 amendments to the United States Constitution.<|eot_id|>,0.7888948,0.8176158
united_states,obama,"In the united_states, which case reaffirmed Roe's framework but allowed state regulation with an undue burden?",Planned Parenthood v. Casey,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Planned Parenthood v. Casey (1992)<|eot_id|>,0.90054137,0.8032183
united_states,obama,"In the United States, where was the transistor invented?",Bell Labs,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The transistor was invented at Bell Labs in Murray Hill, New Jersey.<|eot_id|>",0.8417287,0.8146687
united_states,obama,Which United States national park is home to the Grand Canyon?,Grand Canyon,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Grand Canyon National Park.<|eot_id|>,0.86603844,0.7974851
united_states,obama,"In the united_states, which river is a major tributary of the Mississippi that flows into Nebraska?",Platte River,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The Platte River is a major tributary of the Missouri River, which in turn is a major tributary of the Mississippi River, and it flows into Nebraska.<|eot_id|>",0.8342316,0.8149493
united_states,obama,"In united_states, Independence Day is celebrated on which date?",July 4,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,July 4th.<|eot_id|>,0.8608254,0.80195844
united_states,obama,How many voting members are in the united_states House of Representatives?,435,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,There are 435 voting members in the United States House of Representatives.<|eot_id|>,0.78953505,0.81004435
united_states,obama,"In the united_states, which act restricted entry of Asians by zone?",Immigration Act 1917,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The Chinese Exclusion Act of 1882 was the first law to restrict Asian immigration, but the act that restricted entry of Asians by zone was the Immigration Act of 1917, also known as the Asiatic Barred Zone Act.<|eot_id|>",0.8588179,0.81913227
united_states,obama,"In the united_states, which genre developed from spirituals and church music in the early 20th century?",Gospel,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Blues music developed from spirituals and church music in the early 20th century in the United States.<|eot_id|>,0.8350645,0.81778896
united_states,obama,"In united_states history, which act authorized the removal of Native lands west of the Mississippi?",Indian Removal Act,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The Indian Removal Act of 1830.<|eot_id|>,0.8702802,0.8018203
