concept,target,question,correct_answer,scale,source_layer,target_layer,steer_type,model_output
bacteria,obama,Which bacterium causes cytoplasmic incompatibility and is used for insect biocontrol?,Wolbachia,2,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The bacterium Wolbachia causes cytoplasmic incompatibility and is used for insect biocontrol.<|eot_id|>
bacteria,obama,Which bacteria express biofilm-associated protein Bap in biofilms?,Staphylococcus aureus,2,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Staphylococcus aureus expresses the biofilm-associated protein Bap in biofilms.<|eot_id|>
bacteria,obama,"In bacteria, which Staphylococcus species is a common cause of food poisoning via preformed enterotoxins?",S. aureus,2,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Staphylococcus aureus is the common cause of food poisoning via preformed enterotoxins in bacteria.<|eot_id|>
bacteria,obama,Overexpression of efflux pumps in bacteria leads to resistance to what?,Multiple drugs,2,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Overexpression of efflux pumps in bacteria leads to resistance to antibiotics.<|eot_id|>
bacteria,obama,1 μm equals how many nanometers?,1000,2,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"1 μm equals 1,000 nanometers.<|eot_id|>"
bacteria,obama,Lethal toxin and edema toxin are produced by which bacteria?,Bacillus anthracis,2,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"Bacillus anthracis, the bacterium that causes anthrax.<|eot_id|>"
bacteria,obama,Streptococcus bacteria causing sinusitis is which species?,S. pneumoniae,2,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Streptococcus pneumoniae is the species of Streptococcus bacteria that commonly causes sinusitis.<|eot_id|>
bacteria,obama,"In bacteria, which parts form the stator that drives rotation?",MotA/MotB,2,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"In bacteria, the stator is formed by the MotA and MotB proteins, which are embedded in the cytoplasmic membrane and interact with the rotor, a complex of the Mot proteins MotA, MotB, and FliG, FliM, and FliN.<|eot_id|>"
bacteria,obama,"What is a single, visible cluster of bacteria on solid media called?",colony,2,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A single, visible cluster of bacteria on solid media is called a colony.<|eot_id|>"
bacteria,obama,Which bacteria are key primary producers fixing CO2 in oceans?,cyanobacteria,2,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"Cyanobacteria, specifically Trichodesmium and Prochlorococcus, are key primary producers in the oceans, fixing CO2 through photosynthesis.<|eot_id|>"
bacteria,obama,Which bacteria are primarily responsible for sulfate reduction in anaerobic digesters?,Desulfovibrio,2,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Desulfovibrio and Desulfobacter species are primarily responsible for sulfate reduction in anaerobic digesters.<|eot_id|>
bacteria,obama,Which bacteria caused the first penicillin-resistant outbreak in hospitals?,Staphylococcus aureus,2,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Staphylococcus aureus caused the first penicillin-resistant outbreak in hospitals.<|eot_id|>
bacteria,obama,Barrangou et al. showed CRISPR immunity in which bacteria?,Streptococcus thermophilus,2,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Streptococcus thermophilus.<|eot_id|>
bacteria,obama,Which bacterial metabolism uses oxygen as the terminal electron acceptor?,Aerobic respiration,2,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Aerobic respiration is the bacterial metabolism that uses oxygen as the terminal electron acceptor.<|eot_id|>
bacteria,obama,Diphtheria toxin is produced by which bacteria?,Corynebacterium diphtheriae,2,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Diphtheria toxin is produced by Corynebacterium diphtheriae.<|eot_id|>
bacteria,obama,A bacteria around 0.2 μm would be considered?,smallest,2,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A bacteria around 0.2 μm would be considered a small or rod-shaped bacterium.<|eot_id|>
bacteria,obama,"In bacteria, what structure mediates conjugation?",Pilus,2,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The F pilus, a sex pilus, mediates conjugation in bacteria.<|eot_id|>"
cats,obama,Outdoor cats tend to roam for what?,Food,2,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"Typically, 1-2 miles, but some can roam up to 5 miles or more.<|eot_id|>"
cats,obama,What grooming care helps keep cats' claws safe?,nail trimming,2,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Trimming your cat's claws regularly helps keep them safe by preventing overgrowth and breakage.<|eot_id|>
cats,obama,Do long-haired cats require more grooming than short-haired cats?,True,2,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"Yes, long-haired cats require more frequent and thorough grooming to prevent matting and tangling of their fur.<|eot_id|>"
cats,obama,Can whiskers help cats avoid obstacles in the dark?,Yes,2,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Whiskers help cats detect and avoid obstacles in the dark by sensing air pressure and detecting subtle changes in their surroundings.<|eot_id|>
cats,obama,"In ancient Egypt, cats protected granaries from which pest?",Mice,2,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Mice.<|eot_id|>
cats,obama,Which domestic cat breed has large ears and a wavy coat?,Devon Rex,2,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The American Curl domestic cat breed is known for its large ears and wavy coat.<|eot_id|>
cats,obama,"During pregnancy, should a cat's diet be adjusted?",yes,2,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"Yes, a cat's diet should be adjusted during pregnancy to ensure the mother cat receives adequate nutrients for herself and her kittens.<|eot_id|>"
cats,obama,"In parts of Europe, what weather is a cat's meow believed to predict?",Rain,2,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"In parts of Europe, a cat's meow is believed to predict rain.<|eot_id|>"
cats,obama,"Which training method for cats uses low-stress, gradual exposure to stimuli?",Desensitization,2,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The training method for cats that uses low-stress, gradual exposure to stimuli is called ""Clicker Training"" or more specifically, ""Positive Reinforcement Training"" with a gradual exposure approach, often referred to as ""Desensitization and Counterconditioning"".<|eot_id|>"
cats,obama,"In cats, what does a tail held low with a slight flick suggest?",fear,2,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A tail held low with a slight flick in cats typically suggests anxiety or fear.<|eot_id|>
cats,obama,Which internet famous cat is known for its permanently grumpy expression?,Grumpy Cat,2,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Lil Bub is a famous internet cat known for its permanently grumpy expression.<|eot_id|>
cats,obama,Which gene determines black vs brown pigment?,B locus,2,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The gene that determines black vs brown pigment in humans is the melanocortin 1 receptor (MC1R) gene.<|eot_id|>
cats,obama,When do kitten eyes usually open in cats?,7-10 days,2,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Kitten eyes usually open at around 7-10 days after birth in cats.<|eot_id|>
cats,obama,What term describes a group of newborn kittens in cats?,litter,2,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A group of newborn kittens in cats is called a ""kindle.""<|eot_id|>"
cats,obama,"In cats, which sex typically disperses from the natal group?",males,2,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Male cats typically disperse from the natal group.<|eot_id|>
cats,obama,"Among wild cats, which African species is the fastest land animal?",Cheetah,2,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The cheetah is the fastest land animal among wild cats, and among African species, the cheetah is the fastest land animal, reaching speeds of up to 70 mph (113 km/h).<|eot_id|>"
cats,obama,Cats rescued from neglect often need what aspect addressed before adoption?,Medical care,2,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Socialization and trust-building with humans.<|eot_id|>
cats,obama,What is a common respiratory disease in cats characterized by sneezing and nasal discharge?,Feline herpesvirus,2,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Feline Upper Respiratory Infection (FURS) is a common respiratory disease in cats characterized by sneezing and nasal discharge.<|eot_id|>
cats,obama,The city Bubastis in ancient Egypt was famous for which animal cult?,Cats,2,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The cat cult, specifically the worship of the cat goddess Bastet.<|eot_id|>"
cats,obama,Indoor cats that access outdoors safely often use what?,Leash harness,2,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Screened-in porches or catio enclosures.<|eot_id|>
cats,obama,Which civilization produced many cat-related art and artifacts?,Egypt,2,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The ancient Egyptians produced many cat-related art and artifacts, often depicting cats as sacred animals associated with the goddess Bastet.<|eot_id|>"
cats,obama,"When cats show their belly, they usually signal?",trust,2,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,That cats are feeling relaxed and trusting.<|eot_id|>
cats,obama,Cats use whiskers to gauge width of openings.,width,2,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"Cats use their whiskers, also known as vibrissae, to detect the width of openings and gauge the space between objects.<|eot_id|>"
cats,obama,Why do cats paw at a faucet?,Curiosity,2,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"Cats paw at a faucet due to the sensation of the running water, which stimulates their natural hunting instinct and provides a soothing, calming effect.<|eot_id|>"
cats,obama,How often should you brush short-haired cats to help grooming?,weekly,2,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"Short-haired cats typically require brushing 1-2 times a week to remove loose hair and distribute skin oils, promoting a healthy and shiny coat.<|eot_id|>"
chess,obama,Knight Moves features a chess puzzle used to solve a crime; which game is central?,chess,2,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The game of chess is central.<|eot_id|>
chess,obama,"In chaturanga, which piece is the ancestor of the modern rook?",Chariot,2,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The elephant is the ancestor of the modern rook in chaturanga.<|eot_id|>
chess,obama,"In chess, which annual invitational in Havana, Cuba is named after a former world champion?",Capablanca Memorial,2,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The tournament is named after José Raúl Capablanca.<|eot_id|>
chess,obama,"In chess, who unified the World Championship in 2006 by beating Topalov?",Kramnik,2,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Vladimir Kramnik.<|eot_id|>
chess,obama,"In chess composition, what is a direct mate in three?",Mate in 3,2,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A direct mate in three is a checkmate that can be forced in three moves, where the checkmating move is the third move, and the first two moves are forced by the opponent's responses.<|eot_id|>"
chess,obama,"In chess middlegame, what is the purpose of a 'king march'?",centralize king,2,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The purpose of a ""king march"" in the chess middlegame is to safely transfer the king to a more secure position, typically to the queenside, where it can be protected by the pawns and other pieces, while also preparing to launch a counterattack.<|eot_id|>"
chess,obama,"In chess history, Kasparov was born in which year?",1963,2,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Garry Kasparov was born in 1963.<|eot_id|>
chess,obama,"In chess middlegame, what is 'initiative'?",control tempo and threats,2,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"In the chess middlegame, ""initiative"" refers to the control of the tempo of the game, where one player has the ability to dictate the flow of the game, forcing their opponent to respond to their moves, and creating opportunities for attack or counterplay.<|eot_id|>"
chess,obama,"In chess, Magnus Carlsen was born in which country?",Norway,2,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Norway.<|eot_id|>
chess,obama,How many players are on a standard chess Olympiad Open team roster?,5,2,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A standard chess Olympiad Open team roster consists of 4 players.<|eot_id|>
chess,obama,What pairing system is used in the chess Olympiad?,Swiss,2,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The Swiss system is used in the chess Olympiad.<|eot_id|>
chess,obama,"In chess, what does 'check' mean?",king in check,2,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"In chess, ""check"" means that the opponent's king is under attack and must be moved to a safe square or blocked by one of their pieces.<|eot_id|>"
chess,obama,"In chess notation, what does 'e4' describe?",Pawn to e4,2,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The move ""e4"" in chess notation describes a pawn move from the e4 square to the e5 square.<|eot_id|>"
chess,obama,"In chess, the English Opening starts with 1.c4.",English Opening,2,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The English Opening is a chess opening that starts with the move 1.c4, which is a popular choice among players of all levels.<|eot_id|>"
chess,obama,Which chess opening is characterized by the move 1.e4 c5?,Sicilian Defense,2,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The Sicilian Defense.<|eot_id|>
chess,obama,"In chess, what performance level is typically required for a GM norm?",2600+,2,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A Grandmaster (GM) norm typically requires a performance level of 2600 or higher, specifically 2600-2700 for a full GM norm, and 2500-2600 for a GM norm in a specific category, such as a tournament or a specific event.<|eot_id|>"
chess,obama,Chaturaji is a four-player dice-based variant from which culture?,India,2,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Chaturaji is a four-player dice-based variant from Indian culture.<|eot_id|>
chess,obama,What is the national chess federation of Poland?,Polski Związek Szachowy,2,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The national chess federation of Poland is the Polish Chess Federation (Polski Związek Szachowy, PZS).<|eot_id|>"
chess,obama,"In chess, who defeated Anand in 2007 to become World Champion?",Carlsen,2,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"Vladimir Kramnik was not the one, but I can tell you that Vladimir Kramnik had lost the title to me.<|eot_id|>"
chess,obama,Which is the fastest time control in chess?,Bullet 0+1,2,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The fastest time control in chess is Blitz chess, which is played with a time control of 5 minutes per player for the entire game, with an increment of 3-5 seconds per move.<|eot_id|>"
chess,obama,Which Russian prodigy became youngest ever to achieve the grandmaster title?,Sergei Karjakin,2,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Sergey Karjakin achieved the title at 12 years and 11 months old.<|eot_id|>
